OBJECTID *,name,x,y,z,floor
4142,UTM Nature Trail,608289.4533,4822836.628,117.7736,1
4143,UTM Nature Trail,608289.4533,4822836.628,117.7736,1
4144,UTM Nature Trail,608283.6757,4822828.466,117.8476,1
4145,UTM Nature Trail,608277.898,4822820.304,117.8344,1
4146,UTM Nature Trail,608275.6126,4822817.075,117.7855,1
4147,UTM Nature Trail,608283.6757,4822828.466,117.8476,1
4148,UTM Nature Trail,608277.898,4822820.304,117.8344,1
4149,UTM Nature Trail,608275.6126,4822817.075,117.7855,1
4150,UTM Nature Trail,608267.2953,4822811.524,117.5923,1
4151,UTM Nature Trail,608250.6606,4822800.42,117.8723,1
4152,UTM Nature Trail,608249.9281,4822799.931,117.8242,1
4153,UTM Nature Trail,608258.9779,4822805.972,117.9338,1
4154,UTM Nature Trail,608250.6606,4822800.42,117.8723,1
4155,UTM Nature Trail,608267.2953,4822811.524,117.5923,1
4156,UTM Nature Trail,608258.9779,4822805.972,117.9338,1
4157,UTM Nature Trail,608249.9281,4822799.931,117.8242,1
4158,UTM Nature Trail,608240.9325,4822795.563,117.2138,1
4159,UTM Nature Trail,608240.9325,4822795.563,117.2138,1
4160,UTM Nature Trail,608240.6282,4822795.416,117.1944,1
4161,UTM Nature Trail,608240.6282,4822795.416,117.1944,1
4162,UTM Nature Trail,608233.929,4822791.464,116.9823,1
4163,UTM Nature Trail,608233.929,4822791.464,116.9823,1
4164,UTM Nature Trail,608227.4252,4822787.415,117.4614,1
4165,UTM Nature Trail,608227.4252,4822787.415,117.4614,1
4166,UTM Nature Trail,608218.5269,4822782.852,117.5736,1
4167,UTM Nature Trail,608218.5269,4822782.852,117.5736,1
4168,UTM Nature Trail,608214.475,4822780.775,117.1938,1
4169, ,608192.8281,4822447.247,117.9957,1
4170, ,608197.8211,4822446.283,117.8962,1
4171, ,608197.8211,4822446.283,117.8962,1
4172, ,608200.3676,4822445.713,117.7603,1
4173, ,608200.3676,4822445.713,117.7603,1
4174, ,608210.029,4822443.133,116.9271,1
4175, ,608210.029,4822443.133,116.9271,1
4176, ,608212.2158,4822442.549,116.7645,1
4177, ,608212.2158,4822442.549,116.7645,1
4178, ,608221.7068,4822439.399,115.9142,1
4179, ,608221.7068,4822439.399,115.9142,1
4180, ,608227.6998,4822437.41,115.5659,1
4181, ,608323.5631,4822486.147,114.7722,1
4182, ,608333.4301,4822484.521,114.6181,1
4183, ,608333.4301,4822484.521,114.6181,1
4184, ,608341.1927,4822483.243,114.6177,1
4185, ,608341.1927,4822483.243,114.6177,1
4186, ,608351.0591,4822481.614,114.9968,1
4187, ,608351.0591,4822481.614,114.9968,1
4188, ,608358.4173,4822480.399,115.2457,1
4189, ,608201.9183,4822506.948,117.1352,1
4190, ,608207.6689,4822506.108,117.2148,1
4191, ,608207.6689,4822506.108,117.2148,1
4192, ,608214.7257,4822505.075,117.3219,1
4193, ,608214.7257,4822505.075,117.3219,1
4194, ,608224.6204,4822503.628,115.1913,1
4195, ,608234.5151,4822502.181,114.903,1
4196, ,608237.2235,4822501.785,114.914,1
4197, ,608224.6204,4822503.628,115.1913,1
4198, ,608234.5151,4822502.181,114.903,1
4199, ,608237.2235,4822501.785,114.914,1
4200, ,608247.1165,4822500.326,114.99,1
4201, ,608247.1165,4822500.326,114.99,1
4202, ,608253.5198,4822499.381,115.0165,1
4203, ,608253.5198,4822499.381,115.0165,1
4204, ,608263.4134,4822497.926,115.0675,1
4205, ,608263.4134,4822497.926,115.0675,1
4206, ,608272.1729,4822496.638,115.0981,1
4207, ,608272.1729,4822496.638,115.0981,1
4208, ,608282.0681,4822495.194,115.1574,1
4209, ,608282.0681,4822495.194,115.1574,1
4210, ,608287.3916,4822494.417,115.1938,1
4211, ,608287.3916,4822494.417,115.1938,1
4212, ,608289.4732,4822494.106,115.2091,1
4213, ,608289.4732,4822494.106,115.2091,1
4214, ,608290.9377,4822503.999,115.3041,1
4215, ,608290.9377,4822503.999,115.3041,1
4216, ,608292.4023,4822513.891,115.3375,1
4217, ,608295.3314,4822533.675,115.4165,1
4218, ,608296.709,4822542.98,115.4436,1
4219, ,608293.8668,4822523.783,115.3727,1
4220, ,608295.3314,4822533.675,115.4165,1
4221, ,608292.4023,4822513.891,115.3375,1
4222, ,608293.8668,4822523.783,115.3727,1
4223, ,608296.709,4822542.98,115.4436,1
4224, ,608298.1721,4822552.873,115.4356,1
4225, ,608298.1721,4822552.873,115.4356,1
4226, ,608299.6352,4822562.765,115.3868,1
4227, ,608302.5614,4822582.55,115.2211,1
4228, ,608302.6397,4822583.079,115.2161,1
4229, ,608301.0983,4822572.657,115.3103,1
4230, ,608302.5614,4822582.55,115.2211,1
4231, ,608299.6352,4822562.765,115.3868,1
4232, ,608301.0983,4822572.657,115.3103,1
4233, ,608302.6397,4822583.079,115.2161,1
4234, ,608292.746,4822584.533,115.1762,1
4235, ,608292.746,4822584.533,115.1762,1
4236, ,608285.3394,4822585.622,115.2018,1
4237, ,608285.3394,4822585.622,115.2018,1
4238, ,608275.4451,4822587.072,115.2748,1
4239, ,608275.4451,4822587.072,115.2748,1
4240, ,608266.6948,4822588.354,115.3728,1
4241, ,608266.6948,4822588.354,115.3728,1
4242, ,608256.8007,4822589.806,115.5083,1
4243, ,608256.8007,4822589.806,115.5083,1
4244, ,608250.3908,4822590.746,115.5985,1
4245, ,608250.3908,4822590.746,115.5985,1
4246, ,608248.9276,4822580.854,115.4828,1
4247, ,608244.5381,4822551.177,115.3269,1
4248, ,608244.4598,4822550.647,115.3242,1
4249, ,608246.0013,4822561.069,115.3605,1
4250, ,608244.5381,4822551.177,115.3269,1
4251, ,608247.4644,4822570.961,115.4031,1
4252, ,608246.0013,4822561.069,115.3605,1
4253, ,608248.9276,4822580.854,115.4828,1
4254, ,608247.4644,4822570.961,115.4031,1
4255, ,608244.4598,4822550.647,115.3242,1
4256, ,608242.9948,4822540.755,115.1736,1
4257, ,608238.5999,4822511.079,115.0002,1
4258, ,608237.2235,4822501.785,114.914,1
4259, ,608240.0649,4822520.971,114.9666,1
4260, ,608238.5999,4822511.079,115.0002,1
4261, ,608241.5299,4822530.863,114.9689,1
4262, ,608240.0649,4822520.971,114.9666,1
4263, ,608242.9948,4822540.755,115.1736,1
4264, ,608241.5299,4822530.863,114.9689,1
4265, ,608266.6948,4822588.354,115.3728,1
4266, ,608265.2297,4822578.462,115.3543,1
4267, ,608260.8343,4822548.786,115.2898,1
4268, ,608260.7557,4822548.255,115.2859,1
4269, ,608262.2994,4822558.678,115.3368,1
4270, ,608260.8343,4822548.786,115.2898,1
4271, ,608263.7645,4822568.57,115.3468,1
4272, ,608262.2994,4822558.678,115.3368,1
4273, ,608265.2297,4822578.462,115.3543,1
4274, ,608263.7645,4822568.57,115.3468,1
4275, ,608260.7557,4822548.255,115.2859,1
4276, ,608259.2911,4822538.363,115.1896,1
4277, ,608254.8974,4822508.686,115.0159,1
4278, ,608253.5198,4822499.381,115.0165,1
4279, ,608256.362,4822518.578,115.0337,1
4280, ,608254.8974,4822508.686,115.0159,1
4281, ,608257.8266,4822528.471,115.0902,1
4282, ,608256.362,4822518.578,115.0337,1
4283, ,608259.2911,4822538.363,115.1896,1
4284, ,608257.8266,4822528.471,115.0902,1
4285, ,608285.3394,4822585.622,115.2018,1
4286, ,608283.8743,4822575.73,115.2574,1
4287, ,608279.4791,4822546.053,115.3354,1
4288, ,608279.4005,4822545.523,115.3333,1
4289, ,608280.9442,4822555.945,115.3529,1
4290, ,608279.4791,4822546.053,115.3354,1
4291, ,608282.4092,4822565.838,115.3203,1
4292, ,608280.9442,4822555.945,115.3529,1
4293, ,608283.8743,4822575.73,115.2574,1
4294, ,608282.4092,4822565.838,115.3203,1
4295, ,608279.4005,4822545.523,115.3333,1
4296, ,608277.9379,4822535.63,115.278,1
4297, ,608273.5501,4822505.953,115.1431,1
4298, ,608272.1729,4822496.638,115.0981,1
4299, ,608275.0127,4822515.845,115.1759,1
4300, ,608273.5501,4822505.953,115.1431,1
4301, ,608276.4753,4822525.738,115.2197,1
4302, ,608275.0127,4822515.845,115.1759,1
4303, ,608277.9379,4822535.63,115.278,1
4304, ,608276.4753,4822525.738,115.2197,1
4305, ,608084.6445,4822477.621,125.0209,1
4306, ,608093.7119,4822476.034,125.0167,1
4307, ,608093.7119,4822476.034,125.0167,1
4308, ,608098.6629,4822475.169,124.8946,1
4309, ,608098.6629,4822475.169,124.8946,1
4310, ,608108.3031,4822472.511,124.3585,1
4311, ,608108.3031,4822472.511,124.3585,1
4312, ,608116.9328,4822470.131,123.9133,1
4313, ,608116.9328,4822470.131,123.9133,1
4314, ,608126.9198,4822469.62,123.654,1
4315, ,608126.9198,4822469.62,123.654,1
4316, ,608127.5105,4822469.59,123.6325,1
4317, ,608127.5105,4822469.59,123.6325,1
4318, ,608137.4669,4822470.523,122.9876,1
4319, ,608137.4669,4822470.523,122.9876,1
4320, ,608137.9668,4822470.57,122.9455,1
4321, ,608137.9668,4822470.57,122.9455,1
4322, ,608146.6147,4822473.964,122.3272,1
4323, ,608146.6147,4822473.964,122.3272,1
4324, ,608151.7368,4822477.023,122.2025,1
4325, ,608151.7368,4822477.023,122.2025,1
4326, ,608156.7084,4822480.903,122.0302,1
4327, ,608156.7084,4822480.903,122.0302,1
4328, ,608160.384,4822480.962,121.8519,1
4329, ,608160.384,4822480.962,121.8519,1
4330, ,608162.1735,4822479.224,121.6651,1
4331, ,608162.1735,4822479.224,121.6651,1
4332, ,608162.215,4822476.648,121.5559,1
4333, ,608162.215,4822476.648,121.5559,1
4334, ,608157.6859,4822467.732,121.3079,1
4335, ,608157.6859,4822467.732,121.3079,1
4336, ,608157.0771,4822466.534,121.2528,1
4337, ,608157.0771,4822466.534,121.2528,1
4338, ,608154.2365,4822457.279,120.7183,1
4339, ,608154.2365,4822457.279,120.7183,1
4340, ,608153.5979,4822454.28,120.7437,1
4341, ,608153.5979,4822454.28,120.7437,1
4342, ,608155.3953,4822452.554,120.7042,1
4343, ,608155.3953,4822452.554,120.7042,1
4344, ,608157.843,4822452.593,120.519,1
4345, ,608157.843,4822452.593,120.519,1
4346, ,608160.5371,4822454.392,120.1805,1
4347, ,608160.5371,4822454.392,120.1805,1
4348, ,608163.1677,4822460.133,120.1064,1
4349, ,608163.1677,4822460.133,120.1064,1
4350, ,608169.9625,4822467.47,119.5561,1
4351, ,608169.9625,4822467.47,119.5561,1
4352, ,608171.3244,4822468.94,119.5636,1
4353, ,608171.3244,4822468.94,119.5636,1
4354, ,608174.1696,4822469.386,119.5303,1
4355, ,608174.1696,4822469.386,119.5303,1
4356, ,608176.257,4822466.709,119.4184,1
4357, ,608176.257,4822466.709,119.4184,1
4358, ,608176.4256,4822464.268,119.3502,1
4359, ,608176.4256,4822464.268,119.3502,1
4360, ,608175.8538,4822457.627,119.0755,1
4361, ,608175.8538,4822457.627,119.0755,1
4362, ,608177.4422,4822451.82,118.6261,1
4363, ,608177.4422,4822451.82,118.6261,1
4364, ,608179.6976,4822447.246,118.2914,1
4365, ,608179.6976,4822447.246,118.2914,1
4366, ,608181.8924,4822445.926,118.1351,1
4367, ,608181.8924,4822445.926,118.1351,1
4368, ,608183.6528,4822446.499,118.1,1
4369, ,608183.6528,4822446.499,118.1,1
4370, ,608184.4032,4822450.577,118.1429,1
4371, ,608184.4032,4822450.577,118.1429,1
4372, ,608185.3672,4822458.458,118.0349,1
4373, ,608185.3672,4822458.458,118.0349,1
4374, ,608189.3078,4822466.642,117.6118,1
4375, ,608199.9667,4822465.08,117.8904,1
4376, ,608195.6337,4822465.699,117.7354,1
4377, ,608195.6337,4822465.699,117.7354,1
4378, ,608191.4706,4822466.31,117.6226,1
4379, ,608205.768,4822493.69,116.8706,1
4380, ,608207.5508,4822493.375,116.9153,1
4381, ,608207.5508,4822493.375,116.9153,1
4382, ,608217.3428,4822495.404,117.1447,1
4383, ,608217.3428,4822495.404,117.1447,1
4384, ,608219.2363,4822495.796,117.0853,1
4385, ,608219.2363,4822495.796,117.0853,1
4386, ,608227.1474,4822489.679,116.1216,1
4387, ,608227.1474,4822489.679,116.1216,1
4388, ,608231.256,4822486.503,115.6557,1
4389, ,608231.256,4822486.503,115.6557,1
4390, ,608236.9181,4822482.128,115.0598,1
4391, ,608236.9181,4822482.128,115.0598,1
4392, ,608241.4954,4822491.019,115.0016,1
4393, ,608241.4954,4822491.019,115.0016,1
4394, ,608241.9873,4822491.974,114.9991,1
4395, ,608207.5508,4822493.375,116.9153,1
4396, ,608208.1312,4822490.451,117.0197,1
4397, ,608208.1312,4822490.451,117.0197,1
4398, ,608214.282,4822485.829,116.2245,1
4399, ,608214.282,4822485.829,116.2245,1
4400, ,608224.1617,4822484.283,115.7602,1
4401, ,608224.1617,4822484.283,115.7602,1
4402, ,608229.0173,4822483.523,115.5576,1
4403, ,608229.0173,4822483.523,115.5576,1
4404, ,608230.675,4822482.255,115.3684,1
4405, ,608230.675,4822482.255,115.3684,1
4406, ,608234.4649,4822479.356,115.0991,1
4407, ,608234.4649,4822479.356,115.0991,1
4408, ,608234.6214,4822479.236,115.0931,1
4409, ,608234.6214,4822479.236,115.0931,1
4410, Lot 8,608240.4432,4822471.465,114.9464,1
4411, ,608235.4369,4822551.979,115.5654,1
4412, ,608244.4598,4822550.647,115.3242,1
4413, ,608244.4598,4822550.647,115.3242,1
4414, ,608254.3537,4822549.195,115.2792,1
4415, ,608254.3537,4822549.195,115.2792,1
4416, ,608260.7557,4822548.255,115.2859,1
4417, ,608260.7557,4822548.255,115.2859,1
4418, ,608270.65,4822546.805,115.3041,1
4419, ,608270.65,4822546.805,115.3041,1
4420, ,608279.4005,4822545.523,115.3333,1
4421, ,608279.4005,4822545.523,115.3333,1
4422, ,608289.2943,4822544.069,115.3877,1
4423, ,608289.2943,4822544.069,115.3877,1
4424, ,608296.709,4822542.98,115.4436,1
4425, ,608343.3984,4822455.206,113.9581,1
4426, ,608353.2659,4822453.583,113.7667,1
4427, ,608353.2659,4822453.583,113.7667,1
4428, ,608354.1657,4822453.436,113.7676,1
4429, ,608340.2085,4822438.058,113.9781,1
4430, ,608350.0758,4822436.434,113.7083,1
4431, ,608350.0758,4822436.434,113.7083,1
4432, ,608351.1541,4822436.257,113.6975,1
4433, ,608335.0404,4822402.781,113.9787,1
4434, ,608344.9063,4822401.149,113.9754,1
4435, ,608344.9063,4822401.149,113.9754,1
4436, ,608345.5649,4822401.04,113.9778,1
4437, ,608231.256,4822486.503,115.6557,1
4438, ,608230.675,4822482.255,115.3684,1
4439, ,608230.675,4822482.255,115.3684,1
4440, ,608229.6802,4822474.979,115.0534,1
4441, ,608229.6802,4822474.979,115.0534,1
4442, ,608233.6356,4822474.221,115.0352,1
4443, ,608283.1536,4822465.088,114.3256,1
4444, ,608273.2632,4822466.565,114.44,1
4445, ,608243.5921,4822470.995,114.8938,1
4446, ,608240.4432,4822471.465,114.9464,1
4447, ,608253.4825,4822469.518,114.7806,1
4448, ,608243.5921,4822470.995,114.8938,1
4449, ,608263.3729,4822468.041,114.581,1
4450, ,608253.4825,4822469.518,114.7806,1
4451, ,608273.2632,4822466.565,114.44,1
4452, ,608263.3729,4822468.041,114.581,1
4453, ,608240.4432,4822471.465,114.9464,1
4454, ,608238.9548,4822461.576,114.9993,1
4455, ,608238.9548,4822461.576,114.9993,1
4456, ,608237.9324,4822454.783,115.0527,1
4457, ,608237.9324,4822454.783,115.0527,1
4458, ,608236.4471,4822444.894,115.1751,1
4459, ,608236.4471,4822444.894,115.1751,1
4460, ,608235.2178,4822436.71,115.2141,1
4461, ,608235.2178,4822436.71,115.2141,1
4462, ,608233.7326,4822426.82,115.111,1
4463, ,608233.7326,4822426.82,115.111,1
4464, ,608232.6272,4822419.46,115.0565,1
4465, ,608232.6272,4822419.46,115.0565,1
4466, ,608242.5178,4822417.985,114.847,1
4467, ,608252.4085,4822416.51,114.3607,1
4468, ,608262.2991,4822415.035,113.9581,1
4469, ,608242.5178,4822417.985,114.847,1
4470, ,608252.4085,4822416.51,114.3607,1
4471, ,608311.7523,4822407.661,114.0872,1
4472, ,608321.6429,4822406.186,114.0542,1
4473, ,608301.8616,4822409.136,114.0137,1
4474, ,608311.7523,4822407.661,114.0872,1
4475, ,608291.971,4822410.611,113.8397,1
4476, ,608301.8616,4822409.136,114.0137,1
4477, ,608282.0804,4822412.085,113.7276,1
4478, ,608291.971,4822410.611,113.8397,1
4479, ,608272.1897,4822413.56,113.8216,1
4480, ,608282.0804,4822412.085,113.7276,1
4481, ,608262.2991,4822415.035,113.9581,1
4482, ,608272.1897,4822413.56,113.8216,1
4483, ,608321.6429,4822406.186,114.0542,1
4484, ,608327.2174,4822405.355,114.0137,1
4485, ,608327.2174,4822405.355,114.0137,1
4486, ,608328.7025,4822415.244,113.944,1
4487, ,608328.7025,4822415.244,113.944,1
4488, ,608329.8078,4822422.604,113.8979,1
4489, ,608329.8078,4822422.604,113.8979,1
4490, ,608331.295,4822432.493,113.8455,1
4491, ,608334.2694,4822452.271,113.8434,1
4492, ,608335.033,4822457.348,113.9571,1
4493, ,608332.7822,4822442.382,113.9824,1
4494, ,608334.2694,4822452.271,113.8434,1
4495, ,608331.295,4822432.493,113.8455,1
4496, ,608332.7822,4822442.382,113.9824,1
4497, ,608335.033,4822457.348,113.9571,1
4498, ,608325.1425,4822458.824,113.9591,1
4499, ,608285.5803,4822464.726,114.284,1
4500, ,608283.1536,4822465.088,114.3256,1
4501, ,608295.4708,4822463.25,114.0533,1
4502, ,608285.5803,4822464.726,114.284,1
4503, ,608305.3614,4822461.775,113.9948,1
4504, ,608295.4708,4822463.25,114.0533,1
4505, ,608315.2519,4822460.299,114.0001,1
4506, ,608305.3614,4822461.775,113.9948,1
4507, ,608325.1425,4822458.824,113.9591,1
4508, ,608315.2519,4822460.299,114.0001,1
4509, ,608235.2178,4822436.71,115.2141,1
4510, ,608245.1084,4822435.235,114.9623,1
4511, ,608254.9991,4822433.76,114.564,1
4512, ,608264.8897,4822432.285,114.1241,1
4513, ,608245.1084,4822435.235,114.9623,1
4514, ,608254.9991,4822433.76,114.564,1
4515, ,608304.4522,4822426.385,113.9918,1
4516, ,608314.3429,4822424.91,113.9982,1
4517, ,608294.5616,4822427.86,113.9473,1
4518, ,608304.4522,4822426.385,113.9918,1
4519, ,608284.671,4822429.335,113.9478,1
4520, ,608294.5616,4822427.86,113.9473,1
4521, ,608274.7803,4822430.81,113.9565,1
4522, ,608284.671,4822429.335,113.9478,1
4523, ,608264.8897,4822432.285,114.1241,1
4524, ,608274.7803,4822430.81,113.9565,1
4525, ,608324.2335,4822423.435,113.934,1
4526, ,608329.8078,4822422.604,113.8979,1
4527, ,608314.3429,4822424.91,113.9982,1
4528, ,608324.2335,4822423.435,113.934,1
4529, ,608237.9324,4822454.783,115.0527,1
4530, ,608247.8221,4822453.302,115.0265,1
4531, ,608257.7119,4822451.821,114.7854,1
4532, ,608267.6016,4822450.34,114.3739,1
4533, ,608307.1606,4822444.417,114.0019,1
4534, ,608317.0503,4822442.936,113.9579,1
4535, ,608297.2708,4822445.898,114.0105,1
4536, ,608307.1606,4822444.417,114.0019,1
4537, ,608287.3811,4822447.379,114.0673,1
4538, ,608297.2708,4822445.898,114.0105,1
4539, ,608277.4914,4822448.859,114.1479,1
4540, ,608287.3811,4822447.379,114.0673,1
4541, ,608267.6016,4822450.34,114.3739,1
4542, ,608277.4914,4822448.859,114.1479,1
4543, ,608317.0503,4822442.936,113.9579,1
4544, ,608319.377,4822442.588,113.9228,1
4545, ,608247.8221,4822453.302,115.0265,1
4546, ,608257.7119,4822451.821,114.7854,1
4547, ,608035.1118,4822824.256,126.5299,1
4548, ,608033.6261,4822814.367,127.2268,1
4549, ,608032.1404,4822804.478,126.6312,1
4550, ,608031.5867,4822800.793,126.9147,1
4551, ,608033.6261,4822814.367,127.2268,1
4552, ,608032.1404,4822804.478,126.6312,1
4553, ,608044.3696,4822798.754,126.5866,1
4554, ,608046.0444,4822808.613,125.8281,1
4555, ,608046.0444,4822808.613,125.8281,1
4556, ,608046.1484,4822809.225,125.8489,1
4557, ,608046.1484,4822809.225,125.8489,1
4558, ,608047.6945,4822809.05,126.1608,1
4559, ,608047.6945,4822809.05,126.1608,1
4560, ,608048.8242,4822799.114,126.9642,1
4561, ,608048.8242,4822799.114,126.9642,1
4562, ,608048.8746,4822798.671,126.945,1
4563, ,608048.8746,4822798.671,126.945,1
4564, ,608048.8883,4822798.55,126.9398,1
4565, ,608048.8883,4822798.55,126.9398,1
4566, ,608048.8897,4822798.538,126.9393,1
4567, ,608047.9681,4822798.568,127.0069,1
4568, ,608048.8058,4822798.541,126.9488,1
4569, ,608048.8058,4822798.541,126.9488,1
4570, ,608048.8897,4822798.538,126.9393,1
4571, ,608048.8897,4822798.538,126.9393,1
4572, ,608054.9124,4822797.556,126.0498,1
4573, ,608054.9124,4822797.556,126.0498,1
4574, ,608058.3762,4822796.991,125.7447,1
4575, ,608058.3762,4822796.991,125.7447,1
4576, ,608061.7518,4822796.439,125.5702,1
4577, ,608061.7518,4822796.439,125.5702,1
4578, ,608065.4243,4822795.838,125.4642,1
4579, ,608065.4243,4822795.838,125.4642,1
4580, ,608073.2257,4822794.564,125.2789,1
4581, ,608073.2257,4822794.564,125.2789,1
4582, ,608083.0944,4822792.948,124.9275,1
4583, ,608083.0944,4822792.948,124.9275,1
4584, ,608090.6516,4822791.711,124.3665,1
4585, ,608090.6516,4822791.711,124.3665,1
4586, ,608093.8274,4822791.185,124.175,1
4587, ,608047.9681,4822798.568,127.0069,1
4588, ,608046.4888,4822798.611,126.9866,1
4589, ,607680.446,4822808.106,133.1329,1
4590, ,607686.5251,4822811.448,132.8301,1
4591, ,607686.5251,4822811.448,132.8301,1
4592, ,607691.176,4822820.3,132.9638,1
4593, ,607691.176,4822820.3,132.9638,1
4594, ,607692.8289,4822823.446,132.9994,1
4595, ,607692.8289,4822823.446,132.9994,1
4596, ,607697.0246,4822832.524,132.9991,1
4597, ,607701.2203,4822841.601,132.9808,1
4598, ,607703.0976,4822845.662,132.9496,1
4599, ,607697.0246,4822832.524,132.9991,1
4600, ,607701.2203,4822841.601,132.9808,1
4601, ,607703.0976,4822845.662,132.9496,1
4602, ,607702.9554,4822848.993,132.91,1
4603, ,607702.9554,4822848.993,132.91,1
4604, ,607701.6297,4822851.549,132.8597,1
4605, ,607701.6297,4822851.549,132.8597,1
4606, ,607699.6197,4822853.949,132.7964,1
4607, ,607699.6197,4822853.949,132.7964,1
4608, ,607693.8299,4822859.278,132.7744,1
4609, ,607981.345,4822397.253,125.0212,1
4610, ,607976.0065,4822405.708,125.0445,1
4611, ,607976.0065,4822405.708,125.0445,1
4612, ,607974.7699,4822407.667,125.0531,1
4613, ,607974.7699,4822407.667,125.0531,1
4614, ,607972.7456,4822408.934,125.0716,1
4615, ,607972.7456,4822408.934,125.0716,1
4616, ,607969.2225,4822408.933,125.1108,1
4617, ,607969.2225,4822408.933,125.1108,1
4618, ,607967.0681,4822408.243,125.1372,1
4619, ,607967.0681,4822408.243,125.1372,1
4620, ,607958.5345,4822403.03,125.2412,1
4621, ,607924.4,4822382.177,125.3986,1
4622, ,607916.0083,4822377.051,125.3482,1
4623, ,607932.9336,4822387.39,125.4094,1
4624, ,607924.4,4822382.177,125.3986,1
4625, ,607941.4672,4822392.604,125.3789,1
4626, ,607932.9336,4822387.39,125.4094,1
4627, ,607950.0008,4822397.817,125.3189,1
4628, ,607941.4672,4822392.604,125.3789,1
4629, ,607958.5345,4822403.03,125.2412,1
4630, ,607950.0008,4822397.817,125.3189,1
4631, ,608232.561,4822739.974,116.7201,1
4632, ,608227.5649,4822739.638,116.5094,1
4633, ,608227.5649,4822739.638,116.5094,1
4634, ,608222.8188,4822739.328,116.8453,1
4635, ,608255.1922,4822624.228,115.8902,1
4636, ,608245.3267,4822625.863,116.0433,1
4637, ,608245.3267,4822625.863,116.0433,1
4638, ,608237.9597,4822627.083,116.1627,1
4639, ,608237.9597,4822627.083,116.1627,1
4640, ,608239.6052,4822636.947,116.6559,1
4641, ,608242.8963,4822656.674,116.8799,1
4642, ,608244.5418,4822666.538,116.9973,1
4643, ,608241.2507,4822646.811,116.8998,1
4644, ,608242.8963,4822656.674,116.8799,1
4645, ,608239.6052,4822636.947,116.6559,1
4646, ,608241.2507,4822646.811,116.8998,1
4647, ,608251.1239,4822705.993,117.0055,1
4648, ,608252.7694,4822715.856,116.9165,1
4649, ,608249.4784,4822696.129,116.9273,1
4650, ,608251.1239,4822705.993,117.0055,1
4651, ,608247.8328,4822686.265,116.9654,1
4652, ,608249.4784,4822696.129,116.9273,1
4653,,608246.1873,4822676.402,117.0029,1
4654, ,608247.8328,4822686.265,116.9654,1
4655, ,608244.5418,4822666.538,116.9973,1
4656, ,608246.1873,4822676.402,117.0029,1
4657, ,608252.7694,4822715.856,116.9165,1
4658, ,608253.8088,4822722.087,116.8934,1
4659, ,608253.8088,4822722.087,116.8934,1
4660, ,608254.7743,4822727.857,116.884,1
4661, ,607936.7823,4822437.939,125.8608,1
4662, ,607945.2125,4822432.765,125.7563,1
4663, ,607945.2125,4822432.765,125.7563,1
4664, ,607953.7197,4822427.509,125.4795,1
4665, ,607953.7197,4822427.509,125.4795,1
4666, ,607953.9044,4822427.394,125.4731,1
4667, ,607774.8319,4822409.5,126.8313,1
4668, ,607777.6841,4822413.034,126.9288,1
4669, ,607777.6841,4822413.034,126.9288,1
4670, ,607782.934,4822421.545,126.9989,1
4671, ,607788.184,4822430.056,126.9157,1
4672, ,607789.1036,4822431.546,126.8909,1
4673, ,607782.934,4822421.545,126.9989,1
4674, ,607788.184,4822430.056,126.9157,1
4675, ,607789.1036,4822431.546,126.8909,1
4676, ,607790.4413,4822432.779,126.8644,1
4677, ,607790.4413,4822432.779,126.8644,1
4678, ,607798.576,4822438.595,126.6908,1
4679, ,607806.7106,4822444.411,126.4852,1
4680, ,607808.7673,4822445.882,126.4341,1
4681, ,607798.576,4822438.595,126.6908,1
4682, ,607806.7106,4822444.411,126.4852,1
4683, ,607808.7673,4822445.882,126.4341,1
4684, ,607817.6303,4822450.513,126.2317,1
4685, ,607817.6303,4822450.513,126.2317,1
4686, ,607826.4934,4822455.144,126.0365,1
4687, ,607826.4934,4822455.144,126.0365,1
4688, ,607829.0565,4822456.483,126.0029,1
4689, ,607829.0565,4822456.483,126.0029,1
4690, ,607838.4011,4822460.044,125.9992,1
4691, ,607838.4011,4822460.044,125.9992,1
4692, ,607838.6136,4822460.125,125.9992,1
4693, ,607838.6136,4822460.125,125.9992,1
4694, ,607848.3043,4822462.593,125.9929,1
4695, ,607848.3043,4822462.593,125.9929,1
4696, ,607849.1882,4822462.818,125.9907,1
4697, ,607849.1882,4822462.818,125.9907,1
4698, ,607849.2281,4822462.828,125.9906,1
4699, ,607849.2281,4822462.828,125.9906,1
4700, ,607856.8368,4822463.517,125.966,1
4701, ,607856.8368,4822463.517,125.966,1
4702, ,607866.8315,4822463.841,125.7418,1
4703, ,607866.8315,4822463.841,125.7418,1
4704, ,607869.0156,4822463.912,125.6542,1
4705, ,607869.0156,4822463.912,125.6542,1
4706, ,607877.2461,4822463.111,125.3829,1
4707, ,607877.2461,4822463.111,125.3829,1
4708, ,607887.1044,4822461.433,125.0714,1
4709, ,607887.1044,4822461.433,125.0714,1
4710, ,607889.1162,4822461.091,125.032,1
4711, ,607889.1162,4822461.091,125.032,1
4712, ,607898.656,4822458.092,124.9266,1
4713, ,607898.656,4822458.092,124.9266,1
4714, ,607900.884,4822457.392,124.9347,1
4715, ,607900.884,4822457.392,124.9347,1
4716, ,607909.8347,4822452.933,125.2132,1
4717, ,607927.7361,4822444.014,125.7888,1
4718, ,607927.7561,4822444.004,125.789,1
