OBJECTID *,name,x,y,z,floor
1192, ,607701.9771,4822567.866,127.199,1
1193, ,607701.9771,4822567.866,127.199,1
1194, ,607704.5271,4822565.052,127.1593,1
1195, ,607704.5271,4822565.052,127.1593,1
1196, ,607712.9381,4822559.643,127.0611,1
1197, ,607712.9381,4822559.643,127.0611,1
1198, ,607714.2019,4822558.831,127.0582,1
1199, ,607714.2019,4822558.831,127.0582,1
1200, ,607717.7018,4822556.743,127.028,1
1201, ,607717.7018,4822556.743,127.028,1
1202, ,607721.1853,4822555.677,126.9808,1
1203, ,607721.1853,4822555.677,126.9808,1
1204, ,607727.4709,4822556.733,126.8591,1
1205, ,607727.4709,4822556.733,126.8591,1
1206, ,607730.4064,4822560.112,126.7743,1
1207, ,607730.4064,4822560.112,126.7743,1
1208, ,607734.7545,4822564.581,126.6598,1
1209, ,607734.7545,4822564.581,126.6598,1
1210, ,607742.7494,4822570.588,126.5206,1
1211, ,607742.7494,4822570.588,126.5206,1
1212, ,607747.5674,4822574.208,126.5762,1
1213, ,607747.5674,4822574.208,126.5762,1
1214, ,607749.3492,4822575.547,126.6144,1
1215, ,607749.3492,4822575.547,126.6144,1
1216, ,607751.118,4822577.608,126.6694,1
1217, ,607677.5988,4822615.777,131.0204,1
1218, ,607684.3144,4822610.674,129.4036,1
1219, ,607684.3144,4822610.674,129.4036,1
1220, ,607688.2802,4822608.249,128.6553,1
1221, ,607688.2802,4822608.249,128.6553,1
1222, ,607690.4933,4822607.296,128.433,1
1223, ,607690.4933,4822607.296,128.433,1
1224, ,607684.0162,4822599.677,128.3738,1
1225, ,607684.0162,4822599.677,128.3738,1
1226, ,607683.9347,4822599.582,128.3704,1
1227, ,607683.9347,4822599.582,128.3704,1
1228, ,607683.9407,4822599.577,128.37,1
1229, ,607683.9407,4822599.577,128.37,1
1230, Roy Ivor Hall Residence,607685.2351,4822598.603,128.3009,1
1231, ,607649.5438,4822582.556,129.7145,1
1232, ,607654.7286,4822588.771,129.4637,1
1233, ,607654.7286,4822588.771,129.4637,1
1234, ,607657.0317,4822593.796,129.4482,1
1235, ,607657.0317,4822593.796,129.4482,1
1236, ,607657.1095,4822597.211,129.7194,1
1237, ,607657.1095,4822597.211,129.7194,1
1238, ,607657.154,4822599.162,129.8918,1
1239, ,607657.154,4822599.162,129.8918,1
1240, ,607657.2404,4822602.953,130.2136,1
1241, ,607657.2404,4822602.953,130.2136,1
1242, ,607657.6431,4822608.081,130.7411,1
1243, ,607657.6431,4822608.081,130.7411,1
1244, ,607658.5721,4822609.23,130.8505,1
1245, ,607658.5721,4822609.23,130.8505,1
1246, ,607659.5973,4822610.499,130.9472,1
1247, ,607659.5973,4822610.499,130.9472,1
1248, ,607659.9803,4822610.973,130.9737,1
1249, ,607659.9803,4822610.973,130.9737,1
1250, ,607657.7038,4822618.913,131.1649,1
1251, ,607657.7038,4822618.913,131.1649,1
1252, ,607652.0409,4822627.155,131.3156,1
1253, ,607652.0409,4822627.155,131.3156,1
1254, ,607651.4913,4822627.955,131.3416,1
1255, ,607651.4913,4822627.955,131.3416,1
1256, ,607651.4906,4822627.956,131.3416,1
1257, ,607651.4906,4822627.956,131.3416,1
1258, ,607651.4624,4822627.935,131.3417,1
1259, ,607643.4585,4822621.999,131.4067,1
1260, ,607638.355,4822618.214,131.3423,1
1261, ,607651.4624,4822627.935,131.3417,1
1262, ,607643.4585,4822621.999,131.4067,1
1263, ,607930.651,4822570.592,125.595,1
1264, ,607931.0457,4822580.585,125.7607,1
1265, ,607931.0457,4822580.585,125.7607,1
1266, ,607931.0818,4822581.497,125.7858,1
1267, ,607951.2645,4822638.399,126.0031,1
1268, ,607961.1712,4822637.037,126.0004,1
1269, ,607961.1712,4822637.037,126.0004,1
1270, ,607967.8979,4822636.112,126,1
1271, ,607967.8979,4822636.112,126,1
1272, ,607977.8672,4822636.895,126.0004,1
1273, ,607977.8672,4822636.895,126.0004,1
1274, ,607977.9564,4822636.902,126.0004,1
1275, ,607977.9564,4822636.902,126.0004,1
1276, ,607978.0256,4822636.908,126.0004,1
1277, ,607978.0256,4822636.908,126.0004,1
1278, ,607987.3323,4822633.249,126,1
1279, ,607987.3323,4822633.249,126,1
1280, ,607989.7268,4822632.308,126.0004,1
1281, ,607989.7268,4822632.308,126.0004,1
1282, ,607999.4263,4822629.875,126.0005,1
1283, ,607999.4263,4822629.875,126.0005,1
1284, ,608001.9204,4822629.249,125.9993,1
1285, ,608001.9204,4822629.249,125.9993,1
1286, ,608010.5648,4822624.222,125.9908,1
1287, ,608019.2093,4822619.194,125.9466,1
1288, ,608021.5121,4822617.855,125.9205,1
1289, ,608010.5648,4822624.222,125.9908,1
1290, ,608019.2093,4822619.194,125.9466,1
1291, ,608021.5121,4822617.855,125.9205,1
1292, ,608030.7645,4822614.061,125.9051,1
1293, ,608030.7645,4822614.061,125.9051,1
1294, ,608033.7128,4822612.853,125.9006,1
1295, ,608033.7128,4822612.853,125.9006,1
1296, ,608033.1682,4822609.033,125.8853,1
1297, ,608033.1682,4822609.033,125.8853,1
1298, ,608033.0157,4822607.964,125.896,1
1299, ,608033.0157,4822607.964,125.896,1
1300, ,608032.1227,4822601.696,125.9467,1
1301, ,608032.1227,4822601.696,125.9467,1
1302, ,608030.7023,4822591.797,125.9472,1
1303, ,608027.8615,4822572,125.6903,1
1304, ,608027.5307,4822569.695,125.6498,1
1305, ,608029.2819,4822581.899,125.8576,1
1306, ,608027.8615,4822572,125.6903,1
1307, ,608030.7023,4822591.797,125.9472,1
1308, ,608029.2819,4822581.899,125.8576,1
1309, ,608027.5307,4822569.695,125.6498,1
1310, ,608026.1263,4822559.794,125.9706,1
1311, ,608023.3176,4822539.992,125.7443,1
1312, ,608022.349,4822533.163,125.7275,1
1313, ,608024.722,4822549.893,125.6187,1
1314, ,608023.3176,4822539.992,125.7443,1
1315, ,608026.1263,4822559.794,125.9706,1
1316, ,608024.722,4822549.893,125.6187,1
1317, ,608022.349,4822533.163,125.7275,1
1318, ,608019.4288,4822530.35,125.8482,1
1319, ,608019.4288,4822530.35,125.8482,1
1320, ,608017.4581,4822526.275,125.6617,1
1321, ,608017.4581,4822526.275,125.6617,1
1322, ,608016.7192,4822521.475,125.4312,1
1323, ,608001.9204,4822629.249,125.9993,1
1324, ,608011.6409,4822631.597,125.9717,1
1325, ,608011.6409,4822631.597,125.9717,1
1326, ,608015.2252,4822632.462,125.952,1
1327, ,608015.2252,4822632.462,125.952,1
1328, ,608021.6123,4822633.732,125.9655,1
1329, ,608021.6123,4822633.732,125.9655,1
1330, ,608028.9534,4822630.95,125.9801,1
1331, ,608028.9534,4822630.95,125.9801,1
1332, ,608032.8646,4822626.403,125.9774,1
1333, ,608032.8646,4822626.403,125.9774,1
1334, ,608034.9712,4822620.016,125.9767,1
1335, ,608034.9712,4822620.016,125.9767,1
1336, ,608033.7128,4822612.853,125.9006,1
1337, ,608033.7128,4822612.853,125.9006,1
1338, ,608042.9715,4822610.913,125.9499,1
1339, ,608042.9715,4822610.913,125.9499,1
1340, ,608048.5537,4822606.97,125.9482,1
1341, ,608048.5537,4822606.97,125.9482,1
1342, ,608053.0763,4822599.078,126.1213,1
1343, ,608053.0763,4822599.078,126.1213,1
1344, ,608056.4243,4822593.877,126.5657,1
1345, ,608056.4243,4822593.877,126.5657,1
1346, ,608061.1244,4822590.52,126.832,1
1347, ,608061.1244,4822590.52,126.832,1
1348, ,608070.5804,4822587.267,126.9901,1
1349, ,608070.5804,4822587.267,126.9901,1
1350, ,608072.6296,4822586.562,127.0001,1
1351, ,608072.6296,4822586.562,127.0001,1
1352, ,608082.5289,4822585.146,126.9235,1
1353, ,608082.5289,4822585.146,126.9235,1
1354, ,608087.3614,4822584.455,126.7959,1
1355, ,608087.3614,4822584.455,126.7959,1
1356, ,608093.2089,4822583.605,126.5846,1
1357, ,608093.2089,4822583.605,126.5846,1
1358, ,608098.7907,4822583.706,126.3623,1
1359, ,608098.7907,4822583.706,126.3623,1
1360, ,608102.6145,4822586.1,126.2049,1
1361, ,608095.0906,4822647.433,126.3849,1
1362, ,608091.2559,4822646.216,126.407,1
1363, ,608091.2559,4822646.216,126.407,1
1364, ,608086.1568,4822645.246,126.3583,1
1365, ,608072.6466,4822664.347,125.7529,1
1366, ,608075.7111,4822665.218,125.7814,1
1367, ,608075.7111,4822665.218,125.7814,1
1368, ,608079.9262,4822674.286,125.1913,1
1369, ,608088.3562,4822692.423,125.2034,1
1370, ,608089.3312,4822694.52,125.2891,1
1371, ,608084.1412,4822683.355,124.5769,1
1372, ,608088.3562,4822692.423,125.2034,1
1373, ,608079.9262,4822674.286,125.1913,1
1374, ,608084.1412,4822683.355,124.5769,1
1375, ,607849.2281,4822462.828,125.9906,1
1376, ,607854.1352,4822454.115,126.0154,1
1377, ,607854.1352,4822454.115,126.0154,1
1378, ,607858.7516,4822445.917,126.0059,1
1379, ,607858.7516,4822445.917,126.0059,1
1380, ,607860.849,4822440.097,126.006,1
1381, ,607860.849,4822440.097,126.006,1
1382, ,607861.9354,4822434.837,126.0069,1
1383, ,607861.9354,4822434.837,126.0069,1
1384, ,607861.8922,4822424.838,125.9551,1
1385, ,607861.8922,4822424.838,125.9551,1
1386, ,607861.8635,4822418.184,125.9386,1
1387, ,607770.9841,4822814.469,128.923,1
1388, ,607771.513,4822810.711,128.923,1
1389, ,607771.513,4822810.711,128.923,1
1390, ,607771.8312,4822808.506,128.8898,1
1391, ,607771.8312,4822808.506,128.8898,1
1392, ,607768.3236,4822799.141,128.7268,1
1393, ,607768.3236,4822799.141,128.7268,1
1394, ,607768.2981,4822799.073,128.725,1
1395, ,607768.2981,4822799.073,128.725,1
1396,DH Main Entrance,607766.6027,4822789.926,128.467,1
1397, ,607766.6027,4822789.926,128.467,1
1398, ,607770.8758,4822785.973,128.3482,1
1399, ,607770.8758,4822785.973,128.3482,1
1400, ,607777.529,4822779.714,128.152,1
1401, ,607777.529,4822779.714,128.152,1
1402, ,607780.6776,4822781.387,128.1257,1
1403, ,607780.6776,4822781.387,128.1257,1
1404, ,607786.2859,4822784.354,128.0406,1
1405, ,607786.2859,4822784.354,128.0406,1
1406, ,607793.1743,4822788.619,127.8372,1
1407, ,607793.1743,4822788.619,127.8372,1
1408, ,607798.1512,4822790.654,127.648,1
1409, ,607798.1512,4822790.654,127.648,1
1410, ,607802.3868,4822791.044,127.478,1
1411, ,607802.3868,4822791.044,127.478,1
1412, ,607812.3571,4822790.274,127.112,1
1413, ,607812.3571,4822790.274,127.112,1
1414, ,607815.4845,4822790.032,127.0487,1
1415, ,607815.4845,4822790.032,127.0487,1
1416, ,607819.8165,4822791.968,127.0117,1
1417, ,607819.8165,4822791.968,127.0117,1
1418, ,607827.3867,4822798.502,126.9752,1
1419, ,607842.5271,4822811.57,127,1
1420, ,607846.6099,4822815.094,127.0023,1
1421, ,607834.9569,4822805.036,126.9483,1
1422, ,607842.5271,4822811.57,127,1
1423, ,607827.3867,4822798.502,126.9752,1
1424, ,607834.9569,4822805.036,126.9483,1
1425, ,607633.0021,4822735.938,132.1312,1
1426, ,607630.8926,4822727.906,132.0923,1
1427, ,607630.8926,4822727.906,132.0923,1
1428, ,607625.4979,4822719.486,132.7254,1
1429, ,607625.4979,4822719.486,132.7254,1
1430, ,607624.3341,4822717.669,132.879,1
1431, ,607604.1862,4822695.762,134.2075,1
1432,Schreiberwood Residence,607610.9555,4822703.122,134.0838,1
1433, ,607617.7248,4822710.483,133.7939,1
1434, ,607624.3341,4822717.669,132.879,1
1435, ,607610.9555,4822703.122,134.0838,1
1436, ,607617.7248,4822710.483,133.7939,1
1437, ,607624.3341,4822717.669,132.879,1
1438, ,607632.6844,4822720.969,131.6617,1
1439, ,607632.6844,4822720.969,131.6617,1
1440, ,607641.2781,4822720.174,130.699,1
1441, ,607641.2781,4822720.174,130.699,1
1442, ,607650.2992,4822715.859,130.0244,1
1443, ,607659.3202,4822711.544,129.5898,1
1444, ,607659.7044,4822711.36,129.5749,1
1445, ,607650.2992,4822715.859,130.0244,1
1446, ,607659.3202,4822711.544,129.5898,1
1447, ,607659.7044,4822711.36,129.5749,1
1448, ,607666.2546,4822703.804,129.4151,1
1449, ,607666.2546,4822703.804,129.4151,1
1450, ,607669.155,4822700.458,129.2876,1
1451, ,607669.155,4822700.458,129.2876,1
1452, ,607673.7501,4822691.576,128.9678,1
1453, ,607682.9403,4822673.813,129.2808,1
1454, ,607684.1975,4822671.383,129.3095,1
1455, ,607678.3452,4822682.694,129.1503,1
1456, ,607682.9403,4822673.813,129.2808,1
1457, ,607673.7501,4822691.576,128.9678,1
1458, ,607678.3452,4822682.694,129.1503,1
1459, ,607760.5342,4822543.688,126.2175,1
1460, ,607753.7933,4822536.302,126.1949,1
1461, McLuhan Court Residence,607740.3115,4822521.529,126.1142,1
1462, ,607739.4836,4822520.621,126.1074,1
1463, ,607747.0524,4822528.915,126.1581,1
1464, ,607740.3115,4822521.529,126.1142,1
1465, ,607753.7933,4822536.302,126.1949,1
1466, ,607747.0524,4822528.915,126.1581,1
1467, ,607739.4836,4822520.621,126.1074,1
1468, ,607735.745,4822515.929,126.0618,1
1469, ,607735.745,4822515.929,126.0618,1
1470, ,607734.8272,4822511.693,126.0088,1
1471, ,607734.8272,4822511.693,126.0088,1
1472, ,607735.5257,4822507.438,125.9975,1
1473, ,607735.5257,4822507.438,125.9975,1
1474, ,607738.3171,4822502.673,125.998,1
1475, ,607738.3171,4822502.673,125.998,1
1476, ,607744.2397,4822497.647,125.9976,1
1477, ,607744.2397,4822497.647,125.9976,1
1478, ,607750.8549,4822495.287,125.9963,1
1479, ,607750.8549,4822495.287,125.9963,1
1480, ,607759.2755,4822495.733,125.9956,1
1481, ,607759.2755,4822495.733,125.9956,1
1482, ,607766.22,4822498.533,125.9973,1
1483, ,607766.22,4822498.533,125.9973,1
1484, ,607771.8492,4822502.733,125.9982,1
1485, ,607771.8492,4822502.733,125.9982,1
1486, ,607774.7625,4822506.99,125.9957,1
1487, ,607774.7625,4822506.99,125.9957,1
1488, ,607775.8045,4822512.55,125.9926,1
1489, ,607775.8045,4822512.55,125.9926,1
1490, ,607774.7926,4822517.2,125.9933,1
1491, ,607774.7926,4822517.2,125.9933,1
1492, ,607770.3063,4822526.137,126.0485,1
1493, ,607770.3063,4822526.137,126.0485,1
1494, ,607768.6742,4822529.388,126.0674,1
1495, ,607768.6742,4822529.388,126.0674,1
1496, ,607763.7272,4822538.079,126.1486,1
1497, ,607763.7272,4822538.079,126.1486,1
1498, ,607760.5342,4822543.688,126.2175,1
1499, ,608031.572,4822379.719,124.316,1
1500, ,608037.2007,4822374.9,123.7933,1
1501, ,608037.2007,4822374.9,123.7933,1
1502, ,608045.6905,4822369.616,122.4858,1
1503, ,608054.1804,4822364.331,121.1497,1
1504, ,608058.6182,4822361.569,120.8096,1
1505, ,608045.6905,4822369.616,122.4858,1
1506, ,608054.1804,4822364.331,121.1497,1
1507, ,608058.6182,4822361.569,120.8096,1
1508, ,608063.4669,4822357.526,120.2174,1
1509, ,608063.4669,4822357.526,120.2174,1
1510, ,608066.8708,4822353.881,120.032,1
1511, ,608066.8708,4822353.881,120.032,1
1512, ,608068.4371,4822351.451,119.9426,1
1513, ,608068.4371,4822351.451,119.9426,1
1514, ,608071.9439,4822344.432,119.4461,1
1515, ,608071.9439,4822344.432,119.4461,1
1516, ,608075.0296,4822339.471,119.084,1
1517, ,608075.0296,4822339.471,119.084,1
1518, ,608078.0296,4822334.82,118.8495,1
1519, ,608078.0296,4822334.82,118.8495,1
1520, ,608083.7165,4822329.402,118.3891,1
1521, ,608143.403,4822356.757,117.9213,1
1522, ,608141.5191,4822360.848,118.1202,1
1523, ,608141.5191,4822360.848,118.1202,1
1524, ,608146.9958,4822368.99,118.7903,1
1525, ,608146.9958,4822368.99,118.7903,1
1526, ,608148.9936,4822372.888,119.1543,1
1527, ,608148.9936,4822372.888,119.1543,1
1528, ,608148.8657,4822377.319,119.7162,1
1529, ,608148.8657,4822377.319,119.7162,1
1530, ,608147.7123,4822380.2,119.9843,1
1531, ,608147.7123,4822380.2,119.9843,1
1532, ,608146.1113,4822383.273,120.1333,1
1533, ,608015.9995,4822363.228,123.956,1
1534, ,608024.9304,4822365.116,123.623,1
1535, ,607997.1193,4822369.023,124.5919,1
1536, ,608003.0838,4822368.15,124.79,1
1537, ,608003.0838,4822368.15,124.79,1
1538, ,608007.7864,4822367.462,124.8087,1
1539, ,608007.7864,4822367.462,124.8087,1
1540, ,608015.9995,4822363.228,123.956,1
1541, ,608015.9995,4822363.228,123.956,1
1542, ,608024.1654,4822358.416,123.161,1
1543, ,607944.3865,4822579.189,125.9759,1
1544, ,607944.0753,4822569.194,125.9689,1
1545, ,607943.764,4822559.199,125.978,1
1546, ,607943.6244,4822554.715,125.9681,1
1547, ,607944.0753,4822569.194,125.9689,1
1548, ,607943.764,4822559.199,125.978,1
1549, ,607943.6244,4822554.715,125.9681,1
1550, ,607943.3102,4822544.72,125.7668,1
1551, ,607943.3102,4822544.72,125.7668,1
1552, ,607943.3089,4822544.679,125.7652,1
1553, ,607943.3089,4822544.679,125.7652,1
1554, ,607946.9805,4822542.472,125.8057,1
1555, ,607946.9805,4822542.472,125.8057,1
1556, ,607949.1459,4822539.463,125.794,1
1557, ,607949.1459,4822539.463,125.794,1
1558, ,607950.7986,4822537.178,125.8274,1
1559, ,607950.7986,4822537.178,125.8274,1
1560, ,607952.4968,4822529.552,125.9957,1
1561, ,607952.4968,4822529.552,125.9957,1
1562,Bus Stop,607952.1028,4822521.391,125.9422,1
1563, ,607952.1028,4822521.391,125.9422,1
1564, ,607960.3144,4822520.757,125.9978,1
1565, ,607960.3144,4822520.757,125.9978,1
1566, ,607968.4793,4822520.522,125.9902,1
1567, ,607968.4793,4822520.522,125.9902,1
1568, ,607978.4789,4822520.616,125.9782,1
1569, ,607978.4789,4822520.616,125.9782,1
1570, ,607985.3079,4822520.681,125.9075,1
1571, ,607985.3079,4822520.681,125.9075,1
1572, ,607995.2527,4822521.73,125.8536,1
1573, ,607995.2527,4822521.73,125.8536,1
1574, ,608005.1975,4822522.78,125.3764,1
1575, ,608005.1975,4822522.78,125.3764,1
1576, ,608005.5549,4822522.817,125.3637,1
1577, ,608005.5549,4822522.817,125.3637,1
1578, ,608007.927,4822522.533,125.3747,1
1579, ,608007.927,4822522.533,125.3747,1
1580, ,608016.7192,4822521.475,125.4312,1
1581, ,608016.7192,4822521.475,125.4312,1
1582, ,608026.7155,4822521.747,125.0935,1
1583, ,608026.7155,4822521.747,125.0935,1
1584, ,608031.6288,4822521.881,125.1388,1
1585, ,608031.6288,4822521.881,125.1388,1
1586, ,608041.5943,4822521.052,124.952,1
1587, ,608041.5943,4822521.052,124.952,1
1588, ,608044.1538,4822520.839,124.9229,1
1589, ,608044.1538,4822520.839,124.9229,1
1590, ,608046.4031,4822520.653,124.9137,1
1591, ,608046.4031,4822520.653,124.9137,1
1592, ,608055.9526,4822517.685,125.008,1
1593, ,608055.9526,4822517.685,125.008,1
1594, ,608056.1238,4822517.632,125.0063,1
1595, ,608056.1238,4822517.632,125.0063,1
1596, ,608062.2663,4822513.52,124.9867,1
1597, ,608062.2663,4822513.52,124.9867,1
1598, ,608066.9917,4822509.097,125.0962,1
1599, ,608066.9917,4822509.097,125.0962,1
1600, ,608072.036,4822508.456,125.221,1
1601, ,608072.036,4822508.456,125.221,1
1602, ,608076.2685,4822505.036,125.2423,1
1603, ,608076.2685,4822505.036,125.2423,1
1604, ,608080.9136,4822497.068,125.3403,1
1605, ,608080.9136,4822497.068,125.3403,1
1606, ,608081.2684,4822495.607,125.3068,1
1607, ,608081.2684,4822495.607,125.3068,1
1608, ,608081.8825,4822493.096,125.245,1
1609, ,608081.8825,4822493.096,125.245,1
1610, ,608083.1456,4822487.917,125.1276,1
1611, ,608083.1456,4822487.917,125.1276,1
1612, ,608084.5862,4822478.021,125.0243,1
1613, ,608084.5862,4822478.021,125.0243,1
1614, ,608084.6445,4822477.621,125.0209,1
1615, ,608084.6445,4822477.621,125.0209,1
1616, ,608082.54,4822467.845,124.8245,1
1617, ,608082.54,4822467.845,124.8245,1
1618, ,608081.9304,4822465.013,124.7438,1
1619, ,608081.9304,4822465.013,124.7438,1
1620, ,608080.039,4822459.528,124.5788,1
1621, ,608080.039,4822459.528,124.5788,1
1622, ,608077.6076,4822452.446,124.333,1
1623, ,608077.6076,4822452.446,124.333,1
1624, ,608072.5562,4822443.815,124.0993,1
1625, ,608072.5562,4822443.815,124.0993,1
1626, ,608070.9781,4822441.119,124.0709,1
1627, ,608070.9781,4822441.119,124.0709,1
1628, ,608064.7477,4822433.297,124.0159,1
1629, ,608064.7477,4822433.297,124.0159,1
1630, ,608063.2874,4822431.464,124.0031,1
1631, ,608063.2874,4822431.464,124.0031,1
1632, ,608056.1961,4822424.413,123.6721,1
1633, ,608056.1961,4822424.413,123.6721,1
1634, ,608053.4414,4822421.674,123.6791,1
1635, ,608053.4414,4822421.674,123.6791,1
1636, ,608048.7837,4822417.867,123.9663,1
1637, ,608048.7837,4822417.867,123.9663,1
1638, ,608043.4827,4822414.371,124.0247,1
1639, ,608043.4827,4822414.371,124.0247,1
1640, ,608039.9847,4822411.304,124.0725,1
1641, ,608039.9847,4822411.304,124.0725,1
1642, ,608036.4271,4822407.425,124.1981,1
1643, ,608036.4271,4822407.425,124.1981,1
1644, ,608031.941,4822401.488,124.4828,1
1645, ,608031.6288,4822521.881,125.1388,1
1646, ,608030.2449,4822526.536,125.4475,1
1647, ,608030.2449,4822526.536,125.4475,1
1648, ,608027.0885,4822530.373,125.2853,1
1649, ,608027.0885,4822530.373,125.2853,1
1650, ,608024.18,4822532.859,125.4172,1
1651, ,608024.18,4822532.859,125.4172,1
1652, ,608022.349,4822533.163,125.7275,1
1653, ,608046.4031,4822520.653,124.9137,1
1654, ,608047.1041,4822527.307,126.1811,1
1655, ,608158.1848,4822734.943,120.5297,1
1656, ,608168.092,4822733.584,120.1078,1
1657, ,608207.721,4822728.149,117.6768,1
1658, ,608210.7321,4822727.736,117.3883,1
1659, ,608197.8137,4822729.508,118.319,1
1660, ,608207.721,4822728.149,117.6768,1
1661, ,608187.9065,4822730.867,118.9484,1
1662, ,608197.8137,4822729.508,118.319,1
1663, ,608177.9993,4822732.226,119.5484,1
1664, ,608187.9065,4822730.867,118.9484,1
1665, ,608168.092,4822733.584,120.1078,1
1666, ,608177.9993,4822732.226,119.5484,1
1667, ,608210.7321,4822727.736,117.3883,1
1668, ,608218.0732,4822725.455,117.0201,1
1669, ,608218.0732,4822725.455,117.0201,1
1670, ,608221.2079,4822721.961,116.8952,1
1671, ,608221.2079,4822721.961,116.8952,1
1672, ,608221.2299,4822716.585,116.4867,1
1673, ,608221.2299,4822716.585,116.4867,1
1674, ,608221.2494,4822710.364,116.1187,1
1675, ,608221.2494,4822710.364,116.1187,1
1676, ,608220.638,4822700.383,116.2303,1
1677, ,608220.638,4822700.383,116.2303,1
1678, ,608220.4817,4822697.832,116.313,1
1679, ,608220.4817,4822697.832,116.313,1
1680, ,608218.0761,4822688.126,116.8628,1
1681, ,608218.0761,4822688.126,116.8628,1
1682, ,608216.9766,4822683.689,116.9568,1
1683, ,608216.9766,4822683.689,116.9568,1
1684, ,608214.2117,4822674.079,116.9923,1
1685, ,608214.2117,4822674.079,116.9923,1
1686, ,608214.0996,4822673.69,116.9944,1
1687, ,608214.0996,4822673.69,116.9944,1
1688, ,608211.5718,4822664.584,117.0335,1
1689, ,608211.5718,4822664.584,117.0335,1
1690, ,608210.6458,4822659.37,117.0663,1
1691, ,608210.6458,4822659.37,117.0663,1
1692, ,608210.3495,4822657.699,117.0751,1
1693, ,608210.3495,4822657.699,117.0751,1
1694, ,608209.2831,4822651.672,117.1029,1
1695, ,608209.2831,4822651.672,117.1029,1
1696, ,608208.2457,4822645.845,117.1171,1
1697, ,608208.2457,4822645.845,117.1171,1
1698, ,608207.9347,4822644.085,117.1183,1
1699, ,608207.9347,4822644.085,117.1183,1
1700, ,608208.1694,4822638.545,117.1016,1
1701, ,608208.1694,4822638.545,117.1016,1
1702, ,608208.2775,4822635.848,117.0889,1
1703, ,608208.2775,4822635.848,117.0889,1
1704, ,608208.6185,4822627.721,117.0382,1
1705, ,608208.6185,4822627.721,117.0382,1
1706, ,608209.0379,4822617.73,117.0019,1
1707, ,608209.0379,4822617.73,117.0019,1
1708, ,608209.248,4822612.723,116.9878,1
1709, ,608219.1242,4822618.603,116.8051,1
1710, ,608225.4463,4822617.383,116.5932,1
1711, ,608225.4463,4822617.383,116.5932,1
1712, ,608235.3115,4822615.747,116.1886,1
1713, ,608245.1768,4822614.111,115.9028,1
1714, ,608253.2841,4822612.766,115.7527,1
1715, ,608235.3115,4822615.747,116.1886,1
1716, ,608245.1768,4822614.111,115.9028,1
1717, ,608253.2841,4822612.766,115.7527,1
1718, ,608263.1425,4822611.089,115.5286,1
1719, ,608263.1425,4822611.089,115.5286,1
1720, ,608271.4172,4822609.681,115.355,1
1721, ,608271.4172,4822609.681,115.355,1
1722, ,608280.2086,4822608.168,115.2751,1
1723, ,608280.2086,4822608.168,115.2751,1
1724, ,608287.9802,4822606.26,115.2283,1
1725, ,608287.9802,4822606.26,115.2283,1
1726, ,608289.0919,4822605.967,115.2144,1
1727, ,608289.0919,4822605.967,115.2144,1
1728, ,608296.3726,4822602.43,115.1035,1
1729, ,608296.3726,4822602.43,115.1035,1
1730, ,608303.7505,4822596.872,115.0804,1
1731, ,608303.7505,4822596.872,115.0804,1
1732, ,608310.9579,4822589.94,115.1524,1
1733, ,608310.9579,4822589.94,115.1524,1
1734, ,608318.1652,4822583.008,115.1906,1
1735, ,608318.1652,4822583.008,115.1906,1
1736, ,608318.4353,4822582.748,115.1926,1
1737, ,608318.4353,4822582.748,115.1926,1
1738, ,608319.4268,4822581.794,115.2009,1
1739, ,608319.4268,4822581.794,115.2009,1
1740, ,608326.3445,4822574.573,115.3225,1
1741, ,608333.2622,4822567.352,115.4128,1
1742, ,608335.0421,4822565.494,115.425,1
1743, ,608326.3445,4822574.573,115.3225,1
1744, ,608333.2622,4822567.352,115.4128,1
1745, ,608335.0421,4822565.494,115.425,1
1746, ,608341.9601,4822558.273,115.4799,1
1747, ,608348.8781,4822551.052,115.5579,1
1748, ,608350.6903,4822549.161,115.5775,1
1749, ,608341.9601,4822558.273,115.4799,1
1750, ,608348.8781,4822551.052,115.5579,1
1751, ,608350.6903,4822549.161,115.5775,1
1752, ,608356.7908,4822541.237,115.5082,1
1753, ,608356.7908,4822541.237,115.5082,1
1754, ,608361.4277,4822535.215,115.3597,1
1755, ,608361.4277,4822535.215,115.3597,1
1756, ,608364.0123,4822528.769,115.1962,1
1757, ,608364.0123,4822528.769,115.1962,1
1758, ,608364.2441,4822525.485,115.0562,1
1759, ,608364.2441,4822525.485,115.0562,1
1760, ,608364.4627,4822522.388,114.9036,1
1761, ,608364.4627,4822522.388,114.9036,1
1762, ,608363.0377,4822512.49,114.8983,1
1763, ,608358.7625,4822482.796,115.2265,1
1764, ,608358.4173,4822480.399,115.2457,1
1765, ,608360.1876,4822492.694,115.09,1
1766, ,608358.7625,4822482.796,115.2265,1
1767, ,608361.6126,4822502.592,114.9947,1
1768, ,608360.1876,4822492.694,115.09,1
1769, ,608363.0377,4822512.49,114.8983,1
1770, ,608361.6126,4822502.592,114.9947,1
1771, ,608358.4173,4822480.399,115.2457,1
1772, ,608356.9892,4822470.501,115.1072,1
1773, ,608356.9892,4822470.501,115.1072,1
1774, ,608356.2515,4822465.389,114.7838,1
1775, ,608356.2515,4822465.389,114.7838,1
1776, ,608355.9558,4822463.685,114.6275,1
1777, ,608355.9558,4822463.685,114.6275,1
