OBJECTID *,Shape *,slope_max,slope_avg,edge_name,surface,length,start_x,start_y,start_z,end_x,end_y,end_z,floor
557,Polyline Z,2.156947,2.08261,unknown,sidewalk,9.999953,607800.7947,4822497.066,126.1161,607810.714,4822498.333,126.3244,1
558,Polyline Z,2.060354,1.970161,unknown,sidewalk,2.720142,607810.714,4822498.333,126.3244,607813.4122,4822498.678,126.378,1
559,Polyline Z,1.783931,1.706998,unknown,sidewalk,2.213471,607813.4122,4822498.678,126.378,607815.6078,4822498.959,126.4158,1
560,Polyline Z,1.398643,1.306047,unknown,sidewalk,2.722002,607815.6078,4822498.959,126.4158,607818.1538,4822499.922,126.4513,1
561,Polyline Z,1.06278,1.013805,unknown,sidewalk,1.55881,607818.1538,4822499.922,126.4513,607819.5236,4822500.666,126.4671,1
562,Polyline Z,0.083144,0.038181,unknown,sidewalk,5.699759,607950.8158,4822606.998,126.0005,607953.8267,4822602.159,126.0014,1
563,Polyline Z,0.207481,0.159385,unknown,sidewalk,4.540636,607953.8267,4822602.159,126.0014,607955.6228,4822597.988,126.0087,1
564,Polyline Z,0.262121,0.243836,unknown,sidewalk,2.254088,607955.6228,4822597.988,126.0087,607956.7371,4822596.029,126.0142,1
565,Polyline Z,3.638792,2.893185,unknown,sidewalk,5.760184,607680.4774,4822552.646,128.5828,607685.3111,4822549.514,128.4161,1
566,Polyline Z,5.224023,4.569533,unknown,sidewalk,8.326149,607685.3111,4822549.514,128.4161,607689.4943,4822556.713,128.0357,1
567,Polyline Z,2.371639,1.924421,unknown,sidewalk,3.007059,607689.4943,4822556.713,128.0357,607691.1264,4822559.238,127.9778,1
568,Polyline Z,5.825452,3.637854,unknown,sidewalk,7.173883,607691.1264,4822559.238,127.9778,607696.2989,4822564.209,127.7169,1
569,Polyline Z,8.215166,7.667213,unknown,sidewalk,6.753933,607696.2989,4822564.209,127.7169,607701.9771,4822567.866,127.199,1
570,Polyline Z,0.40255,0.282126,unknown,sidewalk,3.503015,607684.4511,4822573.417,128.2384,607683.8135,4822569.973,128.2285,1
571,Polyline Z,0.503049,0.481018,unknown,sidewalk,1.358105,607683.8135,4822569.973,128.2285,607683.5662,4822568.637,128.222,1
572,Polyline Z,3.374352,3.315147,unknown,sidewalk,4.526831,607683.5662,4822568.637,128.222,607685.6667,4822564.627,128.0719,1
573,Polyline Z,3.18269,2.363757,unknown,sidewalk,3.501649,607685.6667,4822564.627,128.0719,607687.7401,4822561.806,127.9891,1
574,Polyline Z,1.06259,0.458345,unknown,sidewalk,4.249538,607687.7401,4822561.806,127.9891,607691.1264,4822559.238,127.9778,1
575,Polyline Z,2.785452,1.619501,unknown,sidewalk,10.000004,607756.8113,4822585.364,126.8599,607764.0668,4822578.483,126.6979,1
576,Polyline Z,3.800128,2.714183,unknown,sidewalk,6.973351,607764.0668,4822578.483,126.6979,607769.1263,4822573.684,126.5087,1
577,Polyline Z,4.143794,4.143794,unknown,sidewalk,0.996193,607769.1263,4822573.684,126.5087,607769.8491,4822572.998,126.4674,1
578,Polyline Z,4.072019,3.916136,unknown,sidewalk,1.145503,607769.8491,4822572.998,126.4674,607768.7368,4822573.272,126.5122,1
579,Polyline Z,2.695711,1.757151,unknown,sidewalk,10.000006,607768.7368,4822573.272,126.5122,607759.0265,4822575.662,126.688,1
580,Polyline Z,0.663708,0.477524,unknown,sidewalk,8.14445,607759.0265,4822575.662,126.688,607751.118,4822577.608,126.6694,1
581,Polyline Z,0.423202,0.222394,unknown,sidewalk,10.000002,607751.118,4822577.608,126.6694,607741.6179,4822580.73,126.6472,1
582,Polyline Z,1.059034,1.059034,unknown,sidewalk,0.428545,607722.6177,4822586.974,126.8718,607722.2106,4822587.108,126.8763,1
583,Polyline Z,1.053354,1.053354,unknown,sidewalk,0.002383,607722.2106,4822587.108,126.8763,607722.2083,4822587.109,126.8763,1
584,Polyline Z,1.457573,1.234675,unknown,sidewalk,10.000002,607732.1178,4822583.852,126.7483,607722.6177,4822586.974,126.8718,1
585,Polyline Z,1.465859,1.024644,unknown,sidewalk,9.99997,607741.6179,4822580.73,126.6472,607732.1178,4822583.852,126.7483,1
586,Polyline Z,0.603314,0.603314,unknown,sidewalk,0.031923,607722.2083,4822587.109,126.8763,607722.2205,4822587.138,126.8765,1
587,Polyline Z,0.669904,0.650118,unknown,sidewalk,1.782726,607722.2205,4822587.138,126.8765,607722.9006,4822588.786,126.8881,1
588,Polyline Z,3.537153,1.565758,unknown,sidewalk,9.999999,607722.9006,4822588.786,126.8881,607713.372,4822591.82,127.0447,1
589,Polyline Z,7.156285,6.742424,unknown,sidewalk,1.751776,607703.8434,4822594.854,127.7413,607702.1742,4822595.386,127.8594,1
590,Polyline Z,8.234499,6.967782,unknown,sidewalk,9.999969,607713.372,4822591.82,127.0447,607703.8434,4822594.854,127.7413,1
591,Polyline Z,3.566697,2.371473,unknown,sidewalk,6.823431,607702.1742,4822595.386,127.8594,607698.7622,4822589.477,127.8894,1
592,Polyline Z,10.151215,9.445052,unknown,sidewalk,1.760699,607698.7622,4822589.477,127.8894,607700.3265,4822588.669,127.7231,1
593,Polyline Z,8.367314,5.771881,unknown,sidewalk,9.378689,607700.3265,4822588.669,127.7231,607699.1587,4822579.363,127.1819,1
594,Polyline Z,6.233553,3.055327,unknown,sidewalk,3.6929,607699.1587,4822579.363,127.1819,607700.1771,4822575.813,127.0691,1
595,Polyline Z,0.809898,0.615936,unknown,sidewalk,2.458284,607700.1771,4822575.813,127.0691,607701.1667,4822573.563,127.0795,1
596,Polyline Z,2.507078,2.076888,unknown,sidewalk,5.754351,607701.1667,4822573.563,127.0795,607701.9771,4822567.866,127.199,1
597,Polyline Z,1.573078,1.045873,unknown,sidewalk,3.797586,607701.9771,4822567.866,127.199,607704.5271,4822565.052,127.1593,1
598,Polyline Z,2.152024,0.98225,unknown,sidewalk,9.999948,607704.5271,4822565.052,127.1593,607712.9381,4822559.643,127.0611,1
599,Polyline Z,0.227963,0.191356,unknown,sidewalk,1.502555,607712.9381,4822559.643,127.0611,607714.2019,4822558.831,127.0582,1
600,Polyline Z,1.061827,0.740914,unknown,sidewalk,4.075368,607714.2019,4822558.831,127.0582,607717.7018,4822556.743,127.028,1
601,Polyline Z,1.577077,1.296621,unknown,sidewalk,3.642985,607717.7018,4822556.743,127.028,607721.1853,4822555.677,126.9808,1
602,Polyline Z,2.288602,1.908971,unknown,sidewalk,6.373722,607721.1853,4822555.677,126.9808,607727.4709,4822556.733,126.8591,1
603,Polyline Z,1.901778,1.895995,unknown,sidewalk,4.476554,607727.4709,4822556.733,126.8591,607730.4064,4822560.112,126.7743,1
604,Polyline Z,1.94308,1.836227,unknown,sidewalk,6.235146,607730.4064,4822560.112,126.7743,607734.7545,4822564.581,126.6598,1
605,Polyline Z,1.781593,1.391718,unknown,sidewalk,10.000004,607734.7545,4822564.581,126.6598,607742.7494,4822570.588,126.5206,1
606,Polyline Z,1.545601,0.926956,unknown,sidewalk,6.026342,607742.7494,4822570.588,126.5206,607747.5674,4822574.208,126.5762,1
607,Polyline Z,1.786299,1.712733,unknown,sidewalk,2.228601,607747.5674,4822574.208,126.5762,607749.3492,4822575.547,126.6144,1
608,Polyline Z,2.06292,2.024192,unknown,sidewalk,2.716176,607749.3492,4822575.547,126.6144,607751.118,4822577.608,126.6694,1
609,Polyline Z,27.228851,19.251614,unknown,sidewalk,8.434144,607677.5988,4822615.777,131.0204,607684.3144,4822610.674,129.4036,1
610,Polyline Z,23.282358,16.13038,unknown,sidewalk,4.648357,607684.3144,4822610.674,129.4036,607688.2802,4822608.249,128.6553,1
611,Polyline Z,9.966847,9.226184,unknown,sidewalk,2.409648,607688.2802,4822608.249,128.6553,607690.4933,4822607.296,128.433,1
612,Polyline Z,3.899534,2.078069,unknown,sidewalk,10.000023,607690.4933,4822607.296,128.433,607684.0162,4822599.677,128.3738,1
613,Polyline Z,2.683957,2.683957,unknown,sidewalk,0.125777,607684.0162,4822599.677,128.3738,607683.9347,4822599.582,128.3704,1
614,Polyline Z,4.928564,4.928564,unknown,sidewalk,0.0075,607683.9347,4822599.582,128.3704,607683.9407,4822599.577,128.37,1
615,Polyline Z,4.385816,4.266032,unknown,sidewalk,1.620223,607683.9407,4822599.577,128.37,607685.2351,4822598.603,128.3009,1
616,Polyline Z,3.490221,3.098844,unknown,sidewalk,8.093878,607649.5438,4822582.556,129.7145,607654.7286,4822588.771,129.4637,1
617,Polyline Z,1.529594,0.890469,unknown,sidewalk,5.527466,607654.7286,4822588.771,129.4637,607657.0317,4822593.796,129.4482,1
618,Polyline Z,8.972007,7.939618,unknown,sidewalk,3.415786,607657.0317,4822593.796,129.4482,607657.1095,4822597.211,129.7194,1
619,Polyline Z,9.035496,8.833022,unknown,sidewalk,1.951407,607657.1095,4822597.211,129.7194,607657.154,4822599.162,129.8918,1
620,Polyline Z,9.784714,8.487384,unknown,sidewalk,3.792284,607657.154,4822599.162,129.8918,607657.2404,4822602.953,130.2136,1
621,Polyline Z,10.93143,10.255716,unknown,sidewalk,5.143489,607657.2404,4822602.953,130.2136,607657.6431,4822608.081,130.7411,1
622,Polyline Z,7.760765,7.402256,unknown,sidewalk,1.478124,607657.6431,4822608.081,130.7411,607658.5721,4822609.23,130.8505,1
623,Polyline Z,6.16614,5.929369,unknown,sidewalk,1.631145,607658.5721,4822609.23,130.8505,607659.5973,4822610.499,130.9472,1
624,Polyline Z,4.350525,4.350525,unknown,sidewalk,0.609397,607659.5973,4822610.499,130.9472,607659.9803,4822610.973,130.9737,1
625,Polyline Z,3.668133,2.314643,unknown,sidewalk,8.259618,607659.9803,4822610.973,130.9737,607657.7038,4822618.913,131.1649,1
626,Polyline Z,2.513573,1.5071,unknown,sidewalk,10.000032,607657.7038,4822618.913,131.1649,607652.0409,4822627.155,131.3156,1
627,Polyline Z,2.67208,2.67208,unknown,sidewalk,0.970561,607652.0409,4822627.155,131.3156,607651.4913,4822627.955,131.3416,1
628,Polyline Z,2.885969,2.885969,unknown,sidewalk,0.001258,607651.4913,4822627.955,131.3416,607651.4906,4822627.956,131.3416,1
629,Polyline Z,0.295015,0.295015,unknown,sidewalk,0.035101,607651.4906,4822627.956,131.3416,607651.4624,4822627.935,131.3417,1
630,Polyline Z,2.231219,1.094448,unknown,sidewalk,6.353892,607643.4585,4822621.999,131.4067,607638.355,4822618.214,131.3423,1
631,Polyline Z,0.994706,0.6526,unknown,sidewalk,9.964923,607651.4624,4822627.935,131.3417,607643.4585,4822621.999,131.4067,1
632,Polyline Z,2.67061,1.657652,unknown,sidewalk,9.999992,607930.651,4822570.592,125.595,607931.0457,4822580.585,125.7607,1
633,Polyline Z,2.745141,2.745141,unknown,sidewalk,0.913314,607931.0457,4822580.585,125.7607,607931.0818,4822581.497,125.7858,1
634,Polyline Z,0.046731,0.027297,unknown,asphalt,9.999956,607951.2645,4822638.399,126.0031,607961.1712,4822637.037,126.0004,1
635,Polyline Z,0.008562,0.00536,unknown,asphalt,6.790029,607961.1712,4822637.037,126.0004,607967.8979,4822636.112,126,1
636,Polyline Z,0.009239,0.003743,unknown,asphalt,10.000049,607967.8979,4822636.112,126,607977.8672,4822636.895,126.0004,1
637,Polyline Z,0.00743,0.00743,unknown,asphalt,0.089519,607977.8672,4822636.895,126.0004,607977.9564,4822636.902,126.0004,1
638,Polyline Z,0.00742,0.00742,unknown,asphalt,0.069365,607977.9564,4822636.902,126.0004,607978.0256,4822636.908,126.0004,1
639,Polyline Z,0.011948,0.006633,unknown,asphalt,9.999964,607978.0256,4822636.908,126.0004,607987.3323,4822633.249,126,1
640,Polyline Z,0.016821,0.015163,unknown,asphalt,2.572873,607987.3323,4822633.249,126,607989.7268,4822632.308,126.0004,1
641,Polyline Z,0.027915,0.015053,unknown,asphalt,10.000014,607989.7268,4822632.308,126.0004,607999.4263,4822629.875,126.0005,1
642,Polyline Z,0.068935,0.04738,unknown,asphalt,2.571388,607999.4263,4822629.875,126.0005,608001.9204,4822629.249,125.9993,1
643,Polyline Z,0.29857,0.101086,unknown,asphalt,9.99997,608001.9204,4822629.249,125.9993,608010.5648,4822624.222,125.9908,1
644,Polyline Z,1.067408,0.976937,unknown,asphalt,2.663896,608019.2093,4822619.194,125.9466,608021.5121,4822617.855,125.9205,1
645,Polyline Z,1.001953,0.442012,unknown,asphalt,10.000056,608010.5648,4822624.222,125.9908,608019.2093,4822619.194,125.9466,1
646,Polyline Z,0.598856,0.223026,unknown,asphalt,9.999991,608021.5121,4822617.855,125.9205,608030.7645,4822614.061,125.9051,1
647,Polyline Z,0.261516,0.143448,unknown,asphalt,3.18652,608030.7645,4822614.061,125.9051,608033.7128,4822612.853,125.9006,1
648,Polyline Z,1.350964,0.716974,unknown,asphalt,3.857833,608033.7128,4822612.853,125.9006,608033.1682,4822609.033,125.8853,1
649,Polyline Z,1.074056,0.996862,unknown,asphalt,1.079724,608033.1682,4822609.033,125.8853,608033.0157,4822607.964,125.896,1
650,Polyline Z,1.103689,0.800838,unknown,asphalt,6.331986,608033.0157,4822607.964,125.896,608032.1227,4822601.696,125.9467,1
651,Polyline Z,0.552196,0.324131,unknown,asphalt,9.999991,608032.1227,4822601.696,125.9467,608030.7023,4822591.797,125.9472,1
652,Polyline Z,2.402686,1.741158,unknown,asphalt,2.328715,608027.8615,4822572,125.6903,608027.5307,4822569.695,125.6498,1
653,Polyline Z,3.019566,1.672933,unknown,asphalt,9.999991,608029.2819,4822581.899,125.8576,608027.8615,4822572,125.6903,1
654,Polyline Z,1.734903,0.895931,unknown,asphalt,9.999991,608030.7023,4822591.797,125.9472,608029.2819,4822581.899,125.8576,1
655,Polyline Z,10.403963,4.617103,unknown,asphalt,10.000008,608027.5307,4822569.695,125.6498,608026.1263,4822559.794,125.9706,1
656,Polyline Z,7.646484,4.730477,unknown,asphalt,6.897349,608023.3176,4822539.992,125.7443,608022.349,4822533.163,125.7275,1
657,Polyline Z,6.364707,2.075122,unknown,asphalt,10.000008,608024.722,4822549.893,125.6187,608023.3176,4822539.992,125.7443,1
658,Polyline Z,6.931277,4.551479,unknown,asphalt,9.999994,608026.1263,4822559.794,125.9706,608024.722,4822549.893,125.6187,1
659,Polyline Z,4.561286,2.977721,unknown,asphalt,4.054763,608022.349,4822533.163,125.7275,608019.4288,4822530.35,125.8482,1
660,Polyline Z,5.15959,4.119844,unknown,asphalt,4.526779,608019.4288,4822530.35,125.8482,608017.4581,4822526.275,125.6617,1
661,Polyline Z,5.576679,4.74836,unknown,asphalt,4.85644,608017.4581,4822526.275,125.6617,608016.7192,4822521.475,125.4312,1
662,Polyline Z,0.750218,0.275937,unknown,asphalt,9.999967,608001.9204,4822629.249,125.9993,608011.6409,4822631.597,125.9717,1
663,Polyline Z,0.761349,0.533663,unknown,asphalt,3.687363,608011.6409,4822631.597,125.9717,608015.2252,4822632.462,125.952,1
664,Polyline Z,0.259348,0.206742,unknown,asphalt,6.511982,608015.2252,4822632.462,125.952,608021.6123,4822633.732,125.9655,1
665,Polyline Z,0.302038,0.186781,unknown,asphalt,7.850346,608021.6123,4822633.732,125.9655,608028.9534,4822630.95,125.9801,1
666,Polyline Z,0.07129,0.046486,unknown,asphalt,5.997952,608028.9534,4822630.95,125.9801,608032.8646,4822626.403,125.9774,1
667,Polyline Z,0.066266,0.033408,unknown,asphalt,6.725534,608032.8646,4822626.403,125.9774,608034.9712,4822620.016,125.9767,1
668,Polyline Z,1.563395,1.046359,unknown,asphalt,7.272895,608034.9712,4822620.016,125.9767,608033.7128,4822612.853,125.9006,1
669,Polyline Z,0.691502,0.521251,unknown,asphalt,9.459681,608033.7128,4822612.853,125.9006,608042.9715,4822610.913,125.9499,1
670,Polyline Z,1.066512,0.474182,unknown,asphalt,6.834167,608042.9715,4822610.913,125.9499,608048.5537,4822606.97,125.9482,1
671,Polyline Z,4.538031,1.903259,unknown,asphalt,9.096367,608048.5537,4822606.97,125.9482,608053.0763,4822599.078,126.1213,1
672,Polyline Z,7.788614,7.185773,unknown,asphalt,6.18509,608053.0763,4822599.078,126.1213,608056.4243,4822593.877,126.5657,1
673,Polyline Z,5.818702,4.610623,unknown,asphalt,5.775903,608056.4243,4822593.877,126.5657,608061.1244,4822590.52,126.832,1
674,Polyline Z,2.361514,1.581058,unknown,asphalt,10.000027,608061.1244,4822590.52,126.832,608070.5804,4822587.267,126.9901,1
675,Polyline Z,0.572901,0.461038,unknown,asphalt,2.167115,608070.5804,4822587.267,126.9901,608072.6296,4822586.562,127.0001,1
676,Polyline Z,1.853811,0.778161,unknown,asphalt,10.000032,608072.6296,4822586.562,127.0001,608082.5289,4822585.146,126.9235,1
677,Polyline Z,3.063371,2.613586,unknown,asphalt,4.881667,608082.5289,4822585.146,126.9235,608087.3614,4822584.455,126.7959,1
678,Polyline Z,3.73021,3.575278,unknown,asphalt,5.908984,608087.3614,4822584.455,126.7959,608093.2089,4822583.605,126.5846,1
679,Polyline Z,4.719009,3.98227,unknown,asphalt,5.582714,608093.2089,4822583.605,126.5846,608098.7907,4822583.706,126.3623,1
680,Polyline Z,3.602132,3.48783,unknown,asphalt,4.511607,608098.7907,4822583.706,126.3623,608102.6145,4822586.1,126.2049,1
681,Polyline Z,3.124825,1.468839,unknown,sidewalk,4.023184,608095.0906,4822647.433,126.3849,608091.2559,4822646.216,126.407,1
682,Polyline Z,2.659008,1.132475,unknown,sidewalk,5.190691,608091.2559,4822646.216,126.407,608086.1568,4822645.246,126.3583,1
683,Polyline Z,1.455402,0.896821,unknown,sidewalk,3.185985,608072.6466,4822664.347,125.7529,608075.7111,4822665.218,125.7814,1
684,Polyline Z,9.464476,5.904958,unknown,sidewalk,10.000057,608075.7111,4822665.218,125.7814,608079.9262,4822674.286,125.1913,1
685,Polyline Z,4.190525,3.707483,unknown,sidewalk,2.313035,608088.3562,4822692.423,125.2034,608089.3312,4822694.52,125.2891,1
686,Polyline Z,8.398221,6.266605,unknown,sidewalk,10.000014,608084.1412,4822683.355,124.5769,608088.3562,4822692.423,125.2034,1
687,Polyline Z,8.764649,6.146563,unknown,sidewalk,9.999924,608079.9262,4822674.286,125.1913,608084.1412,4822683.355,124.5769,1
688,Polyline Z,0.586943,0.287928,unknown,sidewalk,9.999974,607849.2281,4822462.828,125.9906,607854.1352,4822454.115,126.0154,1
689,Polyline Z,0.234744,0.130133,unknown,sidewalk,9.407722,607854.1352,4822454.115,126.0154,607858.7516,4822445.917,126.0059,1
690,Polyline Z,0.113427,0.052914,unknown,sidewalk,6.187054,607858.7516,4822445.917,126.0059,607860.849,4822440.097,126.006,1
691,Polyline Z,0.105774,0.061308,unknown,sidewalk,5.370335,607860.849,4822440.097,126.006,607861.9354,4822434.837,126.0069,1
692,Polyline Z,1.076954,0.520321,unknown,sidewalk,9.999993,607861.9354,4822434.837,126.0069,607861.8922,4822424.838,125.9551,1
693,Polyline Z,0.333326,0.247762,unknown,sidewalk,6.653562,607861.8922,4822424.838,125.9551,607861.8635,4822418.184,125.9386,1
694,Polyline Z,0.696569,0.446643,unknown,paved,3.794442,607770.9841,4822814.469,128.923,607771.513,4822810.711,128.923,1
695,Polyline Z,1.806131,1.490837,unknown,paved,2.228435,607771.513,4822810.711,128.923,607771.8312,4822808.506,128.8898,1
696,Polyline Z,2.464034,1.629259,unknown,paved,9.99995,607771.8312,4822808.506,128.8898,607768.3236,4822799.141,128.7268,1
697,Polyline Z,2.510777,2.510777,unknown,paved,0.072624,607768.3236,4822799.141,128.7268,607768.2981,4822799.073,128.725,1
698,Polyline Z,2.873027,2.773211,unknown,paved,9.303385,607768.2981,4822799.073,128.725,607766.6027,4822789.926,128.467,1
699,Polyline Z,2.058499,2.040928,unknown,paved,5.821065,607766.6027,4822789.926,128.467,607770.8758,4822785.973,128.3482,1
700,Polyline Z,2.194126,2.148292,unknown,paved,9.134353,607770.8758,4822785.973,128.3482,607777.529,4822779.714,128.152,1
701,Polyline Z,0.961366,0.737881,unknown,paved,3.56524,607777.529,4822779.714,128.152,607780.6776,4822781.387,128.1257,1
702,Polyline Z,1.460671,1.340991,unknown,paved,6.344864,607780.6776,4822781.387,128.1257,607786.2859,4822784.354,128.0406,1
703,Polyline Z,4.017888,2.510547,unknown,paved,8.102027,607786.2859,4822784.354,128.0406,607793.1743,4822788.619,127.8372,1
704,Polyline Z,3.994288,3.519069,unknown,paved,5.376873,607793.1743,4822788.619,127.8372,607798.1512,4822790.654,127.648,1
705,Polyline Z,4.093432,3.996275,unknown,paved,4.253535,607798.1512,4822790.654,127.648,607802.3868,4822791.044,127.478,1
706,Polyline Z,4.455827,3.66019,unknown,paved,10.000005,607802.3868,4822791.044,127.478,607812.3571,4822790.274,127.112,1
707,Polyline Z,2.347055,2.016867,unknown,paved,3.136718,607812.3571,4822790.274,127.112,607815.4845,4822790.032,127.0487,1
708,Polyline Z,0.886196,0.780431,unknown,paved,4.744885,607815.4845,4822790.032,127.0487,607819.8165,4822791.968,127.0117,1
709,Polyline Z,0.473328,0.364726,unknown,paved,9.999989,607819.8165,4822791.968,127.0117,607827.3867,4822798.502,126.9752,1
710,Polyline Z,0.15122,0.081123,unknown,paved,5.393248,607842.5271,4822811.57,127,607846.6099,4822815.094,127.0023,1
711,Polyline Z,1.604505,0.657207,unknown,paved,10.000054,607834.9569,4822805.036,126.9483,607842.5271,4822811.57,127,1
712,Polyline Z,0.623229,0.357681,unknown,paved,9.999989,607827.3867,4822798.502,126.9752,607834.9569,4822805.036,126.9483,1
713,Polyline Z,2.545472,1.536986,unknown,sidewalk,8.304591,607633.0021,4822735.938,132.1312,607630.8926,4822727.906,132.0923,1
714,Polyline Z,9.846082,6.366707,unknown,sidewalk,9.999959,607630.8926,4822727.906,132.0923,607625.4979,4822719.486,132.7254,1
715,Polyline Z,8.475143,7.118023,unknown,sidewalk,2.157337,607625.4979,4822719.486,132.7254,607624.3341,4822717.669,132.879,1
716,Polyline Z,10.774334,2.104976,unknown,sidewalk,10.000019,607604.1862,4822695.762,134.2075,607610.9555,4822703.122,134.0838,1
717,Polyline Z,14.357063,9.387239,unknown,sidewalk,9.763638,607617.7248,4822710.483,133.7939,607624.3341,4822717.669,132.879,1
718,Polyline Z,7.134905,2.900318,unknown,sidewalk,9.999946,607610.9555,4822703.122,134.0838,607617.7248,4822710.483,133.7939,1
719,Polyline Z,19.475844,13.580542,unknown,sidewalk,8.978689,607624.3341,4822717.669,132.879,607632.6844,4822720.969,131.6617,1
720,Polyline Z,12.274167,11.15561,unknown,sidewalk,8.630431,607632.6844,4822720.969,131.6617,607641.2781,4822720.174,130.699,1
721,Polyline Z,7.954752,6.7458,unknown,sidewalk,10.000017,607641.2781,4822720.174,130.699,607650.2992,4822715.859,130.0244,1
722,Polyline Z,3.497627,3.497627,unknown,sidewalk,0.425901,607659.3202,4822711.544,129.5898,607659.7044,4822711.36,129.5749,1
723,Polyline Z,5.451693,4.346569,unknown,sidewalk,9.999926,607650.2992,4822715.859,130.0244,607659.3202,4822711.544,129.5898,1
724,Polyline Z,3.694563,1.598027,unknown,sidewalk,9.999988,607659.7044,4822711.36,129.5749,607666.2546,4822703.804,129.4151,1
725,Polyline Z,3.818054,2.880968,unknown,sidewalk,4.427945,607666.2546,4822703.804,129.4151,607669.155,4822700.458,129.2876,1
726,Polyline Z,4.017649,3.197703,unknown,sidewalk,9.999977,607669.155,4822700.458,129.2876,607673.7501,4822691.576,128.9678,1
727,Polyline Z,1.106586,1.049663,unknown,sidewalk,2.735955,607682.9403,4822673.813,129.2808,607684.1975,4822671.383,129.3095,1
728,Polyline Z,3.174971,1.30468,unknown,sidewalk,9.999977,607678.3452,4822682.694,129.1503,607682.9403,4822673.813,129.2808,1
729,Polyline Z,4.467102,2.333805,unknown,sidewalk,10.000066,607673.7501,4822691.576,128.9678,607678.3452,4822682.694,129.1503,1
730,Polyline Z,0.367353,0.225734,unknown,sidewalk,10.000006,607760.5342,4822543.688,126.2175,607753.7933,4822536.302,126.1949,1
731,Polyline Z,0.573217,0.555697,unknown,sidewalk,1.228182,607740.3115,4822521.529,126.1142,607739.4836,4822520.621,126.1074,1
732,Polyline Z,0.53471,0.439305,unknown,sidewalk,9.999932,607747.0524,4822528.915,126.1581,607740.3115,4822521.529,126.1142,1
733,Polyline Z,0.400367,0.367787,unknown,sidewalk,10.000006,607753.7933,4822536.302,126.1949,607747.0524,4822528.915,126.1581,1
734,Polyline Z,0.825642,0.759719,unknown,sidewalk,5.999646,607739.4836,4822520.621,126.1074,607735.745,4822515.929,126.0618,1
735,Polyline Z,1.424539,1.223674,unknown,sidewalk,4.334386,607735.745,4822515.929,126.0618,607734.8272,4822511.693,126.0088,1
736,Polyline Z,0.746058,0.295945,unknown,sidewalk,4.311557,607734.8272,4822511.693,126.0088,607735.5257,4822507.438,125.9975,1
737,Polyline Z,0.06377,0.022287,unknown,sidewalk,5.522767,607735.5257,4822507.438,125.9975,607738.3171,4822502.673,125.998,1
738,Polyline Z,0.019738,0.007293,unknown,sidewalk,7.767875,607738.3171,4822502.673,125.998,607744.2397,4822497.647,125.9976,1
739,Polyline Z,0.034095,0.01765,unknown,sidewalk,7.023565,607744.2397,4822497.647,125.9976,607750.8549,4822495.287,125.9963,1
740,Polyline Z,0.021473,0.009993,unknown,sidewalk,8.432408,607750.8549,4822495.287,125.9963,607759.2755,4822495.733,125.9956,1
741,Polyline Z,0.049192,0.023722,unknown,sidewalk,7.487654,607759.2755,4822495.733,125.9956,607766.22,4822498.533,125.9973,1
742,Polyline Z,0.034067,0.016902,unknown,sidewalk,7.023741,607766.22,4822498.533,125.9973,607771.8492,4822502.733,125.9982,1
743,Polyline Z,0.058409,0.049468,unknown,sidewalk,5.158427,607771.8492,4822502.733,125.9982,607774.7625,4822506.99,125.9957,1
744,Polyline Z,0.072414,0.054224,unknown,sidewalk,5.656896,607774.7625,4822506.99,125.9957,607775.8045,4822512.55,125.9926,1
745,Polyline Z,0.101003,0.04122,unknown,sidewalk,4.758339,607775.8045,4822512.55,125.9926,607774.7926,4822517.2,125.9933,1
746,Polyline Z,0.738756,0.551561,unknown,sidewalk,9.999932,607774.7926,4822517.2,125.9933,607770.3063,4822526.137,126.0485,1
747,Polyline Z,0.546292,0.519722,unknown,sidewalk,3.637864,607770.3063,4822526.137,126.0485,607768.6742,4822529.388,126.0674,1
748,Polyline Z,1.018335,0.81221,unknown,sidewalk,9.999967,607768.6742,4822529.388,126.0674,607763.7272,4822538.079,126.1486,1
749,Polyline Z,1.077732,1.067449,unknown,sidewalk,6.454417,607763.7272,4822538.079,126.1486,607760.5342,4822543.688,126.2175,1
750,Polyline Z,9.580807,7.054707,unknown,sidewalk,7.410183,608031.572,4822379.719,124.316,608037.2007,4822374.9,123.7933,1
751,Polyline Z,16.662289,13.086187,unknown,sidewalk,9.999974,608037.2007,4822374.9,123.7933,608045.6905,4822369.616,122.4858,1
752,Polyline Z,11.3128,6.513074,unknown,sidewalk,5.227219,608054.1804,4822364.331,121.1497,608058.6182,4822361.569,120.8096,1
753,Polyline Z,19.992356,13.404691,unknown,sidewalk,10.000059,608045.6905,4822369.616,122.4858,608054.1804,4822364.331,121.1497,1
754,Polyline Z,12.014813,9.383479,unknown,sidewalk,6.313396,608058.6182,4822361.569,120.8096,608063.4669,4822357.526,120.2174,1
755,Polyline Z,5.63471,3.716793,unknown,sidewalk,4.986874,608063.4669,4822357.526,120.2174,608066.8708,4822353.881,120.032,1
756,Polyline Z,4.105957,3.094521,unknown,sidewalk,2.89097,608066.8708,4822353.881,120.032,608068.4371,4822351.451,119.9426,1
757,Polyline Z,7.044345,6.327448,unknown,sidewalk,7.847079,608068.4371,4822351.451,119.9426,608071.9439,4822344.432,119.4461,1
758,Polyline Z,7.114617,6.198163,unknown,sidewalk,5.841926,608071.9439,4822344.432,119.4461,608075.0296,4822339.471,119.084,1
