OBJECTID *,Shape *,slope_max,slope_avg,edge_name,surface,length,start_x,start_y,start_z,end_x,end_y,end_z,floor
1833,Polyline Z,3.789869,1.744515,UTM Nature Trail,ground,9.999961,608379.6099,4822905.281,116.6338,608386.6112,4822898.141,116.8015,1
1834,Polyline Z,4.581015,3.721723,UTM Nature Trail,ground,10.000004,608389.0796,4822895.624,116.966,608396.8792,4822889.366,117.3381,1
1835,Polyline Z,62.562183,25.349893,UTM Nature Trail,ground,9.986917,608412.4784,4822876.849,116.1482,608420.2678,4822870.599,115.6265,1
1836,Polyline Z,10.730936,9.317775,UTM Nature Trail,ground,10.000004,608404.6788,4822883.107,117.0799,608412.4784,4822876.849,116.1482,1
1837,Polyline Z,6.2588,2.851574,UTM Nature Trail,ground,10.000004,608396.8792,4822889.366,117.3381,608404.6788,4822883.107,117.0799,1
1838,Polyline Z,6.796492,5.462354,UTM Nature Trail,ground,9.999975,608420.2678,4822870.599,115.6265,608427.3414,4822863.531,116.1727,1
1839,Polyline Z,2.334626,1.085439,UTM Nature Trail,ground,7.786236,608427.3414,4822863.531,116.1727,608432.8491,4822858.027,116.1948,1
1840,Polyline Z,10.93416,5.069118,UTM Nature Trail,ground,9.999959,608432.8491,4822858.027,116.1948,608434.4244,4822848.152,115.7452,1
1841,Polyline Z,1.769345,1.491819,UTM Nature Trail,ground,1.969695,608435.9998,4822838.277,115.5251,608436.3101,4822836.331,115.5545,1
1842,Polyline Z,10.179842,2.814838,UTM Nature Trail,ground,10.000073,608434.4244,4822848.152,115.7452,608435.9998,4822838.277,115.5251,1
1843,Polyline Z,9.307179,4.574176,UTM Nature Trail,ground,9.999973,608436.3101,4822836.331,115.5545,608440.5426,4822827.271,115.0992,1
1844,Polyline Z,5.402958,5.377856,UTM Nature Trail,ground,1.202849,608449.0076,4822809.151,114.334,608449.5167,4822808.061,114.2693,1
1845,Polyline Z,5.433021,4.263721,UTM Nature Trail,ground,9.999973,608444.7751,4822818.211,114.7603,608449.0076,4822809.151,114.334,1
1846,Polyline Z,8.067459,3.440235,UTM Nature Trail,ground,10.000064,608440.5426,4822827.271,115.0992,608444.7751,4822818.211,114.7603,1
1847,Polyline Z,4.61631,2.951353,UTM Nature Trail,ground,10.000032,608449.5167,4822808.061,114.2693,608452.0348,4822798.383,114.2118,1
1848,Polyline Z,5.938133,5.303068,UTM Nature Trail,ground,9.192303,608452.0348,4822798.383,114.2118,608454.3495,4822789.487,114.6993,1
1849,Polyline Z,7.317965,6.941377,UTM Nature Trail,ground,10.000007,608454.3495,4822789.487,114.6993,608455.3797,4822779.541,115.3934,1
1850,Polyline Z,7.75808,7.57725,UTM Nature Trail,ground,7.282046,608455.3797,4822779.541,115.3934,608456.1299,4822772.297,115.9452,1
1851,Polyline Z,7.781207,7.670158,UTM Nature Trail,ground,10.000039,608456.1299,4822772.297,115.9452,608458.8354,4822762.67,116.7122,1
1852,Polyline Z,5.074632,4.903097,UTM Nature Trail,ground,1.144375,608483.1844,4822676.027,118.0182,608483.494,4822674.925,118.0743,1
1853,Polyline Z,7.019266,6.254276,UTM Nature Trail,ground,9.999916,608480.479,4822685.654,117.3928,608483.1844,4822676.027,118.0182,1
1854,Polyline Z,7.526145,4.687363,UTM Nature Trail,ground,10.000039,608477.7735,4822695.281,117.694,608480.479,4822685.654,117.3928,1
1855,Polyline Z,4.988129,2.31625,UTM Nature Trail,ground,10.000012,608475.0681,4822704.908,117.9173,608477.7735,4822695.281,117.694,1
1856,Polyline Z,2.021387,1.032974,UTM Nature Trail,ground,10.000039,608466.9517,4822733.789,117.9889,608469.6572,4822724.162,117.8856,1
1857,Polyline Z,3.209101,1.284247,UTM Nature Trail,ground,10.000039,608464.2462,4822743.416,117.8944,608466.9517,4822733.789,117.9889,1
1858,Polyline Z,6.033558,4.82078,UTM Nature Trail,ground,10.000012,608461.5408,4822753.043,117.4123,608464.2462,4822743.416,117.8944,1
1859,Polyline Z,7.582181,7.000998,UTM Nature Trail,ground,9.999916,608458.8354,4822762.67,116.7122,608461.5408,4822753.043,117.4123,1
1860,Polyline Z,2.085471,0.938375,UTM Nature Trail,ground,10.000039,608472.3626,4822714.535,117.8235,608475.0681,4822704.908,117.9173,1
1861,Polyline Z,4.678646,3.222313,UTM Nature Trail,ground,9.999916,608469.6572,4822724.162,117.8856,608472.3626,4822714.535,117.8235,1
1862,Polyline Z,7.007882,3.631447,UTM Nature Trail,ground,10.000051,608483.494,4822674.925,118.0743,608482.6282,4822664.962,118.4296,1
1863,Polyline Z,1.422809,1.217793,UTM Nature Trail,ground,1.490294,608482.6282,4822664.962,118.4296,608482.4992,4822663.478,118.4114,1
1864,Polyline Z,1.166588,0.689843,UTM Nature Trail,ground,9.999957,608482.4992,4822663.478,118.4114,608478.7658,4822654.201,118.4804,1
1865,Polyline Z,0.241834,0.130828,UTM Nature Trail,ground,1.627475,608471.2989,4822635.647,118.3045,608470.6913,4822634.137,118.3024,1
1866,Polyline Z,1.664772,1.091531,UTM Nature Trail,ground,9.999957,608475.0323,4822644.924,118.4137,608471.2989,4822635.647,118.3045,1
1867,Polyline Z,1.617793,0.868222,UTM Nature Trail,ground,10.000088,608478.7658,4822654.201,118.4804,608475.0323,4822644.924,118.4137,1
1868,Polyline Z,0.616033,0.346219,UTM Nature Trail,ground,10.000019,608470.6913,4822634.137,118.3024,608466.0703,4822625.269,118.3314,1
1869,Polyline Z,5.538311,4.098878,UTM Nature Trail,ground,6.888141,608456.8282,4822607.532,117.6378,608453.6452,4822601.424,117.3555,1
1870,Polyline Z,5.99197,5.167973,UTM Nature Trail,ground,10.000066,608461.4493,4822616.401,118.1546,608456.8282,4822607.532,117.6378,1
1871,Polyline Z,3.260296,1.768495,UTM Nature Trail,ground,9.999931,608466.0703,4822625.269,118.3314,608461.4493,4822616.401,118.1546,1
1872,Polyline Z,2.212079,1.193517,UTM Nature Trail,ground,10.00005,608453.6452,4822601.424,117.3555,608450.0773,4822592.082,117.3952,1
1873,Polyline Z,3.16235,3.025383,UTM Nature Trail,ground,1.050124,608442.9416,4822573.398,117.2669,608442.5669,4822572.417,117.2986,1
1874,Polyline Z,6.090644,2.629691,UTM Nature Trail,ground,10.00005,608446.5095,4822582.74,117.2427,608442.9416,4822573.398,117.2669,1
1875,Polyline Z,5.387421,2.674891,UTM Nature Trail,ground,9.999921,608450.0773,4822592.082,117.3952,608446.5095,4822582.74,117.2427,1
1876,Polyline Z,2.359347,1.340932,UTM Nature Trail,ground,10.000046,608442.5669,4822572.417,117.2986,608442.8406,4822562.421,117.2631,1
1877,Polyline Z,3.97658,3.250562,UTM Nature Trail,ground,3.749304,608443.1143,4822552.425,117.7034,608443.2169,4822548.677,117.8252,1
1878,Polyline Z,5.086503,4.40273,UTM Nature Trail,ground,9.999946,608442.8406,4822562.421,117.2631,608443.1143,4822552.425,117.7034,1
1879,Polyline Z,2.565321,1.174603,UTM Nature Trail,ground,10.000004,608443.2169,4822548.677,117.8252,608441.5394,4822538.818,117.9427,1
1880,Polyline Z,1.494996,1.42607,UTM Nature Trail,ground,1.36789,608438.1844,4822519.102,117.8688,608437.9549,4822517.753,117.8493,1
1881,Polyline Z,1.697176,1.333427,UTM Nature Trail,ground,10.000004,608439.8619,4822528.96,118.0022,608438.1844,4822519.102,117.8688,1
1882,Polyline Z,1.052287,0.615846,UTM Nature Trail,ground,10.000004,608441.5394,4822538.818,117.9427,608439.8619,4822528.96,118.0022,1
1883,Polyline Z,1.000296,0.646643,UTM Nature Trail,ground,9.999937,608437.9549,4822517.753,117.8493,608433.18,4822508.967,117.9082,1
1884,Polyline Z,0.894072,0.755639,UTM Nature Trail,ground,7.066876,608428.405,4822500.181,117.8438,608425.0306,4822493.971,117.7904,1
1885,Polyline Z,0.846139,0.643243,UTM Nature Trail,ground,10.000072,608433.18,4822508.967,117.9082,608428.405,4822500.181,117.8438,1
1886,Polyline Z,1.140245,0.402518,UTM Nature Trail,ground,10.00001,608425.0306,4822493.971,117.7904,608419.9068,4822485.384,117.81,1
1887,Polyline Z,0.937306,0.651438,UTM Nature Trail,ground,1.458137,608404.5354,4822459.621,117.713,608403.7883,4822458.369,117.7088,1
1888,Polyline Z,1.508275,1.169097,UTM Nature Trail,ground,10.00001,608409.6592,4822468.209,117.8299,608404.5354,4822459.621,117.713,1
1889,Polyline Z,1.58019,0.849515,UTM Nature Trail,ground,10.00001,608414.783,4822476.796,117.9148,608409.6592,4822468.209,117.8299,1
1890,Polyline Z,1.480984,1.04842,UTM Nature Trail,ground,10.00001,608419.9068,4822485.384,117.81,608414.783,4822476.796,117.9148,1
1891,Polyline Z,1.371807,0.610547,UTM Nature Trail,ground,9.999967,608403.7883,4822458.369,117.7088,608398.3269,4822449.992,117.7244,1
1892,Polyline Z,5.770177,3.940855,UTM Nature Trail,ground,9.058176,608398.3269,4822449.992,117.7244,608393.3799,4822442.404,117.3675,1
1893,Polyline Z,20.776616,12.992395,UTM Nature Trail,ground,9.832422,608393.3799,4822442.404,117.3675,608385.3259,4822436.764,116.0946,1
1894,Polyline Z,16.685592,10.863022,UTM Nature Trail,ground,7.444603,608385.3259,4822436.764,116.0946,608379.741,4822431.841,115.2876,1
1895,Polyline Z,18.043109,9.96323,UTM Nature Trail,ground,9.350764,608379.741,4822431.841,115.2876,608371.9128,4822426.727,114.3574,1
1896,Polyline Z,4.8513,3.647197,UTM Nature Trail,ground,8.877381,608371.9128,4822426.727,114.3574,608365.17,4822420.953,114.0336,1
1897,Polyline Z,1.833778,0.818661,UTM Nature Trail,ground,8.862461,608365.17,4822420.953,114.0336,608356.7121,4822418.306,113.9611,1
1898,Polyline Z,1.31207,0.814703,UTM Nature Trail,ground,8.577733,608356.7121,4822418.306,113.9611,608348.2166,4822419.491,113.9754,1
1899,Polyline Z,3.421029,3.238638,unknown,sidewalk,9.999958,607535.0342,4823210.652,134.1815,607542.495,4823217.31,133.8577,1
1900,Polyline Z,5.479589,3.023152,unknown,sidewalk,9.999958,607549.9559,4823223.969,133.497,607557.4167,4823230.627,133.4833,1
1901,Polyline Z,5.654579,3.607441,unknown,sidewalk,10.000033,607542.495,4823217.31,133.8577,607549.9559,4823223.969,133.497,1
1902,Polyline Z,0.728437,0.706804,unknown,sidewalk,5.152999,607587.2601,4823257.262,133.2329,607591.1047,4823260.693,133.1965,1
1903,Polyline Z,0.75045,0.701493,unknown,sidewalk,9.999958,607579.7993,4823250.603,133.303,607587.2601,4823257.262,133.2329,1
1904,Polyline Z,1.125285,0.942991,unknown,sidewalk,10.000033,607572.3384,4823243.945,133.3973,607579.7993,4823250.603,133.303,1
1905,Polyline Z,1.140917,1.11965,unknown,sidewalk,10.000025,607564.8776,4823237.286,133.5093,607572.3384,4823243.945,133.3973,1
1906,Polyline Z,2.324734,0.963098,unknown,sidewalk,10.000033,607557.4167,4823230.627,133.4833,607564.8776,4823237.286,133.5093,1
1907,Polyline Z,0.673144,0.60337,unknown,sidewalk,6.304676,607591.1047,4823260.693,133.1965,607595.8085,4823264.891,133.1584,1
1908,Polyline Z,0.475543,0.357245,unknown,sidewalk,3.077971,607595.8085,4823264.891,133.1584,607598.1049,4823266.94,133.1474,1
1909,Polyline Z,2.818464,1.727382,unknown,sidewalk,10.000047,607531.9156,4823250.505,134.0605,607530.4268,4823240.617,133.8878,1
1910,Polyline Z,6.663811,4.266608,unknown,sidewalk,9.718398,607530.4268,4823240.617,133.8878,607528.98,4823231.007,133.6288,1
1911,Polyline Z,6.26018,4.371248,unknown,sidewalk,9.999993,607528.98,4823231.007,133.6288,607531.8309,4823221.422,134.0658,1
1912,Polyline Z,0.636333,0.619787,unknown,sidewalk,1.235877,607534.6819,4823211.837,134.1739,607535.0342,4823210.652,134.1815,1
1913,Polyline Z,1.633723,1.080734,unknown,sidewalk,10.000021,607531.8309,4823221.422,134.0658,607534.6819,4823211.837,134.1739,1
1914,Polyline Z,2.86573,2.703999,Inner Circle,asphalt,9.999996,608033.1577,4822420.293,123.8982,608041.7538,4822425.402,123.6278,1
1915,Polyline Z,2.398074,2.363463,Inner Circle,asphalt,1.173181,608041.7538,4822425.402,123.6278,608042.7623,4822426.001,123.6,1
1916,Polyline Z,3.126215,1.581821,Inner Circle,asphalt,9.999994,608042.7623,4822426.001,123.6,608050.2013,4822432.684,123.4488,1
1917,Polyline Z,1.202969,0.938889,Inner Circle,asphalt,3.202328,608050.2013,4822432.684,123.4488,608052.5835,4822434.824,123.4789,1
1918,Polyline Z,2.38951,1.548419,Inner Circle,asphalt,9.999964,608052.5835,4822434.824,123.4789,608059.1111,4822442.4,123.6337,1
1919,Polyline Z,2.797472,2.719365,Inner Circle,asphalt,1.167534,608059.1111,4822442.4,123.6337,608059.8732,4822443.285,123.6655,1
1920,Polyline Z,4.564015,3.492806,Inner Circle,asphalt,10.000014,608059.8732,4822443.285,123.6655,608065.1278,4822451.793,124.0147,1
1921,Polyline Z,7.976645,6.943925,Inner Circle,asphalt,4.387775,608065.1278,4822451.793,124.0147,608067.4334,4822455.526,124.3194,1
1922,Polyline Z,5.218685,2.753671,Inner Circle,asphalt,9.99999,608067.4334,4822455.526,124.3194,608070.5798,4822465.018,124.5947,1
1923,Polyline Z,1.740258,1.69543,Inner Circle,asphalt,3.201589,608070.5798,4822465.018,124.5947,608071.5871,4822468.057,124.649,1
1924,Polyline Z,1.138908,0.930087,Inner Circle,asphalt,9.993306,608071.5871,4822468.057,124.649,608073.1008,4822477.935,124.7419,1
1925,Polyline Z,0.481241,0.208883,Inner Circle,asphalt,9.32281,608073.1008,4822477.935,124.7419,608072.2565,4822487.22,124.7576,1
1926,Polyline Z,0.732808,0.502702,Inner Circle,asphalt,10.000029,608072.2565,4822487.22,124.7576,608068.9808,4822496.668,124.7139,1
1927,Polyline Z,0.668804,0.668804,Inner Circle,asphalt,0.4764,608068.9808,4822496.668,124.7139,608068.8247,4822497.118,124.7171,1
1928,Polyline Z,2.741015,1.719497,Inner Circle,asphalt,9.644401,608068.8247,4822497.118,124.7171,608062.9645,4822504.778,124.8247,1
1929,Polyline Z,3.290194,2.430516,Inner Circle,asphalt,9.999986,608062.9645,4822504.778,124.8247,608054.9577,4822510.769,124.5816,1
1930,Polyline Z,0.533315,0.35976,Inner Circle,asphalt,1.399721,608054.9577,4822510.769,124.5816,608053.837,4822511.607,124.5766,1
1931,Polyline Z,1.754006,1.007283,Inner Circle,asphalt,9.09147,608053.837,4822511.607,124.5766,608045.1711,4822514.356,124.4902,1
1932,Polyline Z,2.472987,1.032732,Inner Circle,asphalt,9.004939,608045.1711,4822514.356,124.4902,608036.2048,4822515.19,124.5759,1
1933,Polyline Z,5.426232,3.969873,Inner Circle,asphalt,9.999955,608036.2048,4822515.19,124.5759,608026.2051,4822515.118,124.9729,1
1934,Polyline Z,2.84431,1.572405,Inner Circle,asphalt,6.088855,608016.2053,4822515.047,125.2818,608010.1166,4822515.003,125.3464,1
1935,Polyline Z,5.295542,3.090119,Inner Circle,asphalt,10.000055,608026.2051,4822515.118,124.9729,608016.2053,4822515.047,125.2818,1
1936,Polyline Z,3.591146,2.16856,Inner Circle,asphalt,9.999976,608010.1166,4822515.003,125.3464,608000.1504,4822514.182,125.2252,1
1937,Polyline Z,2.267708,1.666242,Inner Circle,asphalt,4.873759,607990.1842,4822513.361,125.5197,607985.3269,4822512.961,125.6009,1
1938,Polyline Z,3.524503,2.945177,Inner Circle,asphalt,9.999984,608000.1504,4822514.182,125.2252,607990.1842,4822513.361,125.5197,1
1939,Polyline Z,2.200633,1.641775,Inner Circle,asphalt,9.999991,607985.3269,4822512.961,125.6009,607975.3282,4822512.8,125.7651,1
1940,Polyline Z,1.182243,0.892755,Inner Circle,asphalt,9.398115,607975.3282,4822512.8,125.7651,607965.9313,4822512.649,125.849,1
1941,Polyline Z,1.345228,0.502152,Inner Circle,asphalt,9.999979,607965.9313,4822512.649,125.849,607955.9544,4822513.328,125.835,1
1942,Polyline Z,3.856741,3.272649,Inner Circle,asphalt,9.985843,607955.9544,4822513.328,125.835,607945.9916,4822514.006,125.5082,1
1943,Polyline Z,6.333865,3.089758,Inner Circle,asphalt,9.999979,607945.9916,4822514.006,125.5082,607936.0577,4822515.153,125.6494,1
1944,Polyline Z,2.737677,2.185447,Inner Circle,asphalt,2.263459,607926.1238,4822516.301,125.938,607923.8753,4822516.561,125.8886,1
1945,Polyline Z,6.571256,3.211387,Inner Circle,asphalt,9.999968,607936.0577,4822515.153,125.6494,607926.1238,4822516.301,125.938,1
1946,Polyline Z,3.428457,3.204668,Inner Circle,asphalt,6.223184,607923.8753,4822516.561,125.8886,607917.6636,4822516.939,125.6891,1
1947,Polyline Z,2.765152,2.610274,Inner Circle,asphalt,8.743339,607917.6636,4822516.939,125.6891,607908.9203,4822516.965,125.4609,1
1948,Polyline Z,1.637512,0.903531,Inner Circle,asphalt,9.999957,607908.9203,4822516.965,125.4609,607898.9306,4822516.512,125.4781,1
1949,Polyline Z,3.373578,2.395674,Inner Circle,asphalt,5.203436,607898.9306,4822516.512,125.4781,607893.7325,4822516.277,125.6028,1
1950,Polyline Z,4.436763,3.126329,Inner Circle,asphalt,9.999976,607893.7325,4822516.277,125.6028,607883.8229,4822514.935,125.9154,1
1951,Polyline Z,1.289906,0.880917,Inner Circle,asphalt,5.410093,607883.8229,4822514.935,125.9154,607878.4617,4822514.209,125.963,1
1952,Polyline Z,1.524969,0.772129,Inner Circle,asphalt,10.000001,607878.4617,4822514.209,125.963,607868.6438,4822512.31,125.99,1
1953,Polyline Z,1.558619,1.065623,Inner Circle,asphalt,4.858578,607868.6438,4822512.31,125.99,607863.8737,4822511.387,125.9461,1
1954,Polyline Z,1.608561,1.137366,Inner Circle,asphalt,9.999975,607863.8737,4822511.387,125.9461,607854.2797,4822508.566,126.0598,1
1955,Polyline Z,2.935751,1.91495,Inner Circle,asphalt,9.539914,607854.2797,4822508.566,126.0598,607845.1271,4822505.876,126.2425,1
1956,Polyline Z,2.888172,2.17364,Inner Circle,asphalt,9.999987,607845.1271,4822505.876,126.2425,607835.9117,4822501.993,126.4598,1
1957,Polyline Z,1.000237,0.846216,Inner Circle,asphalt,3.32528,607835.9117,4822501.993,126.4598,607832.8473,4822500.702,126.488,1
1958,Polyline Z,0.571522,0.258661,Inner Circle,asphalt,7.113268,607832.8473,4822500.702,126.488,607826.399,4822497.699,126.5009,1
1959,Polyline Z,2.10073,1.852862,unknown,concrete,5.648098,608236.9195,4822249.862,111.9044,608238.1234,4822255.381,112.009,1
1960,Polyline Z,8.835308,6.433603,unknown,concrete,5.890727,608238.1234,4822255.381,112.009,608238.2386,4822261.27,112.3878,1
1961,Polyline Z,7.230845,5.025457,unknown,concrete,6.187364,608238.2386,4822261.27,112.3878,608237.4932,4822267.413,112.6987,1
1962,Polyline Z,2.553378,2.088773,unknown,concrete,7.249628,608237.4932,4822267.413,112.6987,608236.3436,4822274.571,112.8501,1
1963,Polyline Z,1.746155,1.278715,unknown,concrete,7.676997,608236.3436,4822274.571,112.8501,608234.1725,4822281.934,112.9483,1
1964,Polyline Z,9.052124,4.953353,unknown,concrete,8.789031,608234.1725,4822281.934,112.9483,608230.6248,4822289.975,113.3832,1
1965,Polyline Z,8.818823,6.730685,unknown,concrete,7.75176,608230.6248,4822289.975,113.3832,608226.615,4822296.609,113.9048,1
1966,Polyline Z,7.479547,4.983943,unknown,concrete,8.979582,608226.615,4822296.609,113.9048,608221.4064,4822303.924,114.3521,1
1967,Polyline Z,7.524326,5.978633,unknown,concrete,9.185843,608221.4064,4822303.924,114.3521,608216.1379,4822311.449,114.9013,1
1968,Polyline Z,7.93971,5.064651,unknown,concrete,10.000041,608216.1379,4822311.449,114.9013,608210.3473,4822319.602,115.4075,1
1969,Polyline Z,3.634968,3.634968,unknown,concrete,0.503831,608204.5567,4822327.755,115.9691,608204.265,4822328.165,115.9874,1
1970,Polyline Z,8.115144,5.618046,unknown,concrete,9.99996,608210.3473,4822319.602,115.4075,608204.5567,4822327.755,115.9691,1
1971,Polyline Z,7.86216,6.715839,unknown,concrete,10.000018,608204.265,4822328.165,115.9874,608198.156,4822336.082,116.6589,1
1972,Polyline Z,8.023516,7.350526,unknown,concrete,8.882813,608192.0471,4822344,117.0533,608186.6206,4822351.032,117.7062,1
1973,Polyline Z,6.565777,3.945153,unknown,concrete,9.999957,608198.156,4822336.082,116.6589,608192.0471,4822344,117.0533,1
1974,Polyline Z,6.805409,4.24515,unknown,concrete,10.000032,608186.6206,4822351.032,117.7062,608180.7123,4822359.1,118.1306,1
1975,Polyline Z,2.748528,2.414174,unknown,concrete,1.801058,608174.804,4822367.168,118.8705,608173.7399,4822368.621,118.9139,1
1976,Polyline Z,9.260985,7.400492,unknown,concrete,10.000032,608180.7123,4822359.1,118.1306,608174.804,4822367.168,118.8705,1
1977,Polyline Z,6.639224,2.742894,unknown,concrete,10.000029,608173.7399,4822368.621,118.9139,608169.136,4822377.498,119.1881,1
1978,Polyline Z,6.802529,6.741873,unknown,concrete,2.534503,608169.136,4822377.498,119.1881,608167.9691,4822379.748,119.359,1
1979,Polyline Z,6.38138,5.54199,unknown,concrete,4.188826,608167.9691,4822379.748,119.359,608166.5883,4822383.703,119.5911,1
1980,Polyline Z,3.702856,2.657899,unknown,concrete,3.354623,608166.5883,4822383.703,119.5911,608166.2598,4822387.042,119.6802,1
1981,Polyline Z,2.118179,1.11853,unknown,concrete,3.898029,608166.2598,4822387.042,119.6802,608167.1197,4822390.844,119.6366,1
1982,Polyline Z,4.065691,3.500191,unknown,concrete,3.7764,608167.1197,4822390.844,119.6366,608168.3064,4822394.429,119.5045,1
1983,Polyline Z,25.092263,13.649739,unknown,dirt,9.999965,608376.6682,4822309.782,107.5653,608368.8717,4822316.044,108.9237,1
1984,Polyline Z,5.121762,5.121762,unknown,dirt,0.910401,608345.4821,4822334.831,113.3403,608344.7723,4822335.401,113.2937,1
1985,Polyline Z,8.359331,6.291955,unknown,dirt,9.999965,608353.2786,4822328.569,113.9694,608345.4821,4822334.831,113.3403,1
1986,Polyline Z,31.393948,13.942376,unknown,dirt,9.999965,608361.0751,4822322.306,112.5904,608353.2786,4822328.569,113.9694,1
1987,Polyline Z,44.030712,36.786693,unknown,dirt,10.000106,608368.8717,4822316.044,108.9237,608361.0751,4822322.306,112.5904,1
1988,Polyline Z,3.683338,2.249993,unknown,dirt,6.739973,608344.7723,4822335.401,113.2937,608339.5175,4822339.621,113.1421,1
1989,Polyline Z,2.310799,1.310211,Culham Trail,gravel,6.776879,608573.7345,4822535.844,103.3132,608567.0066,4822536.657,103.2244,1
1990,Polyline Z,1.837351,1.377881,Culham Trail,gravel,3.677439,608567.0066,4822536.657,103.2244,608563.6786,4822535.092,103.1737,1
1991,Polyline Z,10.829828,6.362682,Culham Trail,gravel,9.999969,608563.6786,4822535.092,103.1737,608553.7384,4822536.184,102.5381,1
1992,Polyline Z,9.671957,9.026041,Culham Trail,gravel,4.039047,608543.7981,4822537.276,101.6191,608539.7832,4822537.717,101.2545,1
1993,Polyline Z,11.096898,9.191893,Culham Trail,gravel,10.000069,608553.7384,4822536.184,102.5381,608543.7981,4822537.276,101.6191,1
1994,Polyline Z,8.442547,8.175672,Culham Trail,gravel,6.407417,608539.7832,4822537.717,101.2545,608533.3758,4822537.702,100.7307,1
1995,Polyline Z,8.348087,6.686481,Culham Trail,gravel,9.999952,608533.3758,4822537.702,100.7307,608523.4792,4822536.268,100.0622,1
1996,Polyline Z,3.283487,2.300493,Culham Trail,gravel,4.151616,608513.5825,4822534.834,99.6894,608509.4738,4822534.239,99.5939,1
1997,Polyline Z,4.123978,3.727766,Culham Trail,gravel,10.000051,608523.4792,4822536.268,100.0622,608513.5825,4822534.834,99.6894,1
1998,Polyline Z,2.028543,1.219577,Culham Trail,gravel,7.628535,608509.4738,4822534.239,99.5939,608502.2916,4822531.667,99.5009,1
1999,Polyline Z,3.396718,3.020173,Culham Trail,gravel,6.580281,608502.2916,4822531.667,99.5009,608496.2408,4822529.081,99.3021,1
2000,Polyline Z,3.348324,2.217954,Culham Trail,gravel,6.705464,608496.2408,4822529.081,99.3021,608490.5365,4822525.557,99.1534,1
2001,Polyline Z,3.160926,1.578751,Culham Trail,gravel,5.850882,608490.5365,4822525.557,99.1534,608486.0727,4822521.774,99.2455,1
2002,Polyline Z,5.957901,5.157816,Culham Trail,gravel,10.000026,608486.0727,4822521.774,99.2455,608478.8241,4822514.885,99.7612,1
2003,Polyline Z,4.483006,4.265516,Culham Trail,gravel,1.319111,608478.8241,4822514.885,99.7612,608477.8679,4822513.976,99.8175,1
2004,Polyline Z,3.363318,2.776371,Culham Trail,gravel,4.024947,608477.8679,4822513.976,99.8175,608475.1114,4822511.043,99.9292,1
2005,Polyline Z,1.856425,1.206307,Culham Trail,gravel,3.461203,608475.1114,4822511.043,99.9292,608472.8426,4822508.43,99.971,1
2006,Polyline Z,1.297517,0.82519,Culham Trail,gravel,9.999968,608472.8426,4822508.43,99.971,608467.3878,4822500.048,100.0535,1
2007,Polyline Z,0.591078,0.591078,Culham Trail,gravel,0.106315,608461.933,4822491.667,100.154,608461.875,4822491.578,100.1546,1
2008,Polyline Z,1.183762,1.004724,Culham Trail,gravel,10.000052,608467.3878,4822500.048,100.0535,608461.933,4822491.667,100.154,1
2009,Polyline Z,1.897578,0.723064,Culham Trail,gravel,9.999978,608461.875,4822491.578,100.1546,608457.3413,4822482.665,100.2238,1
2010,Polyline Z,1.845901,1.652998,Culham Trail,gravel,7.291722,608457.3413,4822482.665,100.2238,608454.0355,4822476.165,100.3443,1
2011,Polyline Z,1.648485,1.066912,Culham Trail,gravel,9.999974,608454.0355,4822476.165,100.3443,608450.6186,4822466.767,100.2376,1
2012,Polyline Z,1.24905,0.790998,Culham Trail,gravel,4.612626,608447.2017,4822457.369,100.2047,608445.6256,4822453.034,100.1682,1
2013,Polyline Z,0.918086,0.381725,Culham Trail,gravel,10.000068,608450.6186,4822466.767,100.2376,608447.2017,4822457.369,100.2047,1
2014,Polyline Z,2.534179,1.711965,Culham Trail,gravel,9.999981,608445.6256,4822453.034,100.1682,608442.9414,4822443.401,99.997,1
2015,Polyline Z,3.75135,3.524464,Culham Trail,gravel,4.231483,608437.5731,4822424.135,99.6662,608436.4373,4822420.059,99.517,1
2016,Polyline Z,3.022707,2.490867,Culham Trail,gravel,9.999981,608440.2573,4822433.768,99.9152,608437.5731,4822424.135,99.6662,1
2017,Polyline Z,1.900045,0.873924,Culham Trail,gravel,10.00005,608442.9414,4822443.401,99.997,608440.2573,4822433.768,99.9152,1
2018,Polyline Z,1.377726,1.009981,Culham Trail,gravel,10.000028,608436.4373,4822420.059,99.517,608430.5468,4822411.978,99.4438,1
2019,Polyline Z,9.72268,9.72268,Culham Trail,gravel,0.464524,608418.7658,4822395.816,100.2983,608418.4922,4822395.441,100.3434,1
2020,Polyline Z,7.85939,3.556486,Culham Trail,gravel,10.000028,608424.6563,4822403.897,99.9428,608418.7658,4822395.816,100.2983,1
2021,Polyline Z,6.907812,4.991259,Culham Trail,gravel,9.999947,608430.5468,4822411.978,99.4438,608424.6563,4822403.897,99.9428,1
2022,Polyline Z,16.032929,11.568717,Culham Trail,gravel,10.000057,608418.4922,4822395.441,100.3434,608413.4035,4822386.832,101.4988,1
2023,Polyline Z,16.66548,11.583716,Culham Trail,gravel,5.875616,608408.3149,4822378.224,102.5303,608405.325,4822373.166,103.2103,1
2024,Polyline Z,15.700548,10.332422,Culham Trail,gravel,9.99992,608413.4035,4822386.832,101.4988,608408.3149,4822378.224,102.5303,1
2025,Polyline Z,14.609846,9.580027,Culham Trail,gravel,9.999975,608405.325,4822373.166,103.2103,608401.604,4822363.884,104.1675,1
