OBJECTID *,start_x,start_y,start_z,end_x,end_y,end_z
733,608133.4351,4822891.059,120.8124,608124.4874,4822895.524,121.0904
734,608133.4351,4822891.059,120.8124,608124.4874,4822895.524,121.0904
735,608124.4874,4822895.524,121.0904,608119.4823,4822898.022,121.2387
736,608124.4874,4822895.524,121.0904,608119.4823,4822898.022,121.2387
737,608119.4823,4822898.022,121.2387,608110.3256,4822902.041,121.4913
738,608119.4823,4822898.022,121.2387,608110.3256,4822902.041,121.4913
739,608110.3256,4822902.041,121.4913,608105.7628,4822904.044,121.6563
740,608110.3256,4822902.041,121.4913,608105.7628,4822904.044,121.6563
741,608105.7628,4822904.044,121.6563,608096.407,4822907.575,122.1826
742,608105.7628,4822904.044,121.6563,608096.407,4822907.575,122.1826
743,608068.3394,4822918.168,124.8349,608064.3203,4822919.685,125.2297
744,608068.3394,4822918.168,124.8349,608064.3203,4822919.685,125.2297
745,608077.6953,4822914.637,123.8765,608068.3394,4822918.168,124.8349
746,608077.6953,4822914.637,123.8765,608068.3394,4822918.168,124.8349
747,608087.0511,4822911.106,122.8535,608077.6953,4822914.637,123.8765
748,608087.0511,4822911.106,122.8535,608077.6953,4822914.637,123.8765
749,608096.407,4822907.575,122.1826,608087.0511,4822911.106,122.8535
750,608096.407,4822907.575,122.1826,608087.0511,4822911.106,122.8535
751,608064.3203,4822919.685,125.2297,608054.8409,4822922.869,125.9166
752,608064.3203,4822919.685,125.2297,608054.8409,4822922.869,125.9166
753,608045.3614,4822926.054,126.5227,608041.5984,4822927.318,126.6692
754,608045.3614,4822926.054,126.5227,608041.5984,4822927.318,126.6692
755,608054.8409,4822922.869,125.9166,608045.3614,4822926.054,126.5227
756,608054.8409,4822922.869,125.9166,608045.3614,4822926.054,126.5227
757,608041.5984,4822927.318,126.6692,608033.1482,4822928.748,127.0133
758,608041.5984,4822927.318,126.6692,608033.1482,4822928.748,127.0133
759,608033.1482,4822928.748,127.0133,608030.7836,4822929.077,127.1016
760,608033.1482,4822928.748,127.0133,608030.7836,4822929.077,127.1016
761,608030.7836,4822929.077,127.1016,608026.1558,4822929.458,127.2543
762,608030.7836,4822929.077,127.1016,608026.1558,4822929.458,127.2543
763,608026.1558,4822929.458,127.2543,608021.7627,4822930.32,127.3905
764,608026.1558,4822929.458,127.2543,608021.7627,4822930.32,127.3905
765,608021.7627,4822930.32,127.3905,608012.1319,4822933.012,127.4782
766,608021.7627,4822930.32,127.3905,608012.1319,4822933.012,127.4782
767,608012.1319,4822933.012,127.4782,608011.9177,4822933.072,127.4767
768,608012.1319,4822933.012,127.4782,608011.9177,4822933.072,127.4767
769,608011.9177,4822933.072,127.4767,608002.5053,4822936.45,127.4926
770,608011.9177,4822933.072,127.4767,608002.5053,4822936.45,127.4926
771,608002.5053,4822936.45,127.4926,607996.4202,4822938.633,127.6195
772,608002.5053,4822936.45,127.4926,607996.4202,4822938.633,127.6195
773,607996.4202,4822938.633,127.6195,607987.1922,4822942.486,127.7139
774,607996.4202,4822938.633,127.6195,607987.1922,4822942.486,127.7139
775,607987.1922,4822942.486,127.7139,607979.1266,4822945.854,127.6647
776,607987.1922,4822942.486,127.7139,607979.1266,4822945.854,127.6647
777,607979.1266,4822945.854,127.6647,607970.2509,4822950.46,127.8059
778,607979.1266,4822945.854,127.6647,607970.2509,4822950.46,127.8059
779,607943.624,4822964.281,128.0029,607942.7552,4822964.732,128.0026
780,607943.624,4822964.281,128.0029,607942.7552,4822964.732,128.0026
781,607952.4996,4822959.674,128.0132,607943.624,4822964.281,128.0029
782,607952.4996,4822959.674,128.0132,607943.624,4822964.281,128.0029
783,607961.3753,4822955.067,127.9509,607952.4996,4822959.674,128.0132
784,607961.3753,4822955.067,127.9509,607952.4996,4822959.674,128.0132
785,607970.2509,4822950.46,127.8059,607961.3753,4822955.067,127.9509
786,607970.2509,4822950.46,127.8059,607961.3753,4822955.067,127.9509
787,607942.7552,4822964.732,128.0026,607933.6976,4822968.97,128.0001
788,607942.7552,4822964.732,128.0026,607933.6976,4822968.97,128.0001
789,607933.6976,4822968.97,128.0001,607932.1964,4822969.672,128.0004
790,607933.6976,4822968.97,128.0001,607932.1964,4822969.672,128.0004
791,607932.1964,4822969.672,128.0004,607922.9413,4822973.459,128.0047
792,607932.1964,4822969.672,128.0004,607922.9413,4822973.459,128.0047
793,607922.9413,4822973.459,128.0047,607922.8189,4822973.51,128.0048
794,607922.9413,4822973.459,128.0047,607922.8189,4822973.51,128.0048
795,607922.8189,4822973.51,128.0048,607913.3756,4822976.799,128.015
796,607922.8189,4822973.51,128.0048,607913.3756,4822976.799,128.015
797,607903.9322,4822980.089,128.0453,607902.0915,4822980.731,128.0554
798,607903.9322,4822980.089,128.0453,607902.0915,4822980.731,128.0554
799,607913.3756,4822976.799,128.015,607903.9322,4822980.089,128.0453
800,607913.3756,4822976.799,128.015,607903.9322,4822980.089,128.0453
801,607902.0915,4822980.731,128.0554,607892.4491,4822983.381,128.1349
802,607902.0915,4822980.731,128.0554,607892.4491,4822983.381,128.1349
803,607892.4491,4822983.381,128.1349,607888.498,4822984.467,128.1796
804,607892.4491,4822983.381,128.1349,607888.498,4822984.467,128.1796
805,607888.498,4822984.467,128.1796,607878.766,4822986.766,128.314
806,607888.498,4822984.467,128.1796,607878.766,4822986.766,128.314
807,607878.766,4822986.766,128.314,607876.2593,4822987.359,128.3533
808,607878.766,4822986.766,128.314,607876.2593,4822987.359,128.3533
809,607876.2593,4822987.359,128.3533,607866.4193,4822989.14,128.5184
810,607876.2593,4822987.359,128.3533,607866.4193,4822989.14,128.5184
811,607856.5793,4822990.922,128.6921,607853.8295,4822991.42,128.7404
812,607856.5793,4822990.922,128.6921,607853.8295,4822991.42,128.7404
813,607866.4193,4822989.14,128.5184,607856.5793,4822990.922,128.6921
814,607866.4193,4822989.14,128.5184,607856.5793,4822990.922,128.6921
815,607853.8295,4822991.42,128.7404,607843.8738,4822992.36,128.9028
816,607853.8295,4822991.42,128.7404,607843.8738,4822992.36,128.9028
817,607843.8738,4822992.36,128.9028,607842.4684,4822992.493,128.9225
818,607843.8738,4822992.36,128.9028,607842.4684,4822992.493,128.9225
819,607842.4684,4822992.493,128.9225,607833.4989,4822992.56,128.9932
820,607842.4684,4822992.493,128.9225,607833.4989,4822992.56,128.9932
821,607833.4989,4822992.56,128.9932,607823.6399,4822990.887,129.0091
822,607833.4989,4822992.56,128.9932,607823.6399,4822990.887,129.0091
823,607823.6399,4822990.887,129.0091,607822.7258,4822990.731,129.0113
824,607823.6399,4822990.887,129.0091,607822.7258,4822990.731,129.0113
825,607822.7258,4822990.731,129.0113,607813.1187,4822987.956,129.1037
826,607822.7258,4822990.731,129.0113,607813.1187,4822987.956,129.1037
827,607813.1187,4822987.956,129.1037,607811,4822987.344,129.1598
828,607813.1187,4822987.956,129.1037,607811,4822987.344,129.1598
829,607811,4822987.344,129.1598,607801.9725,4822983.042,129.5943
830,607811,4822987.344,129.1598,607801.9725,4822983.042,129.5943
831,607801.9725,4822983.042,129.5943,607800.1431,4822982.171,129.7079
832,607801.9725,4822983.042,129.5943,607800.1431,4822982.171,129.7079
833,607800.1431,4822982.171,129.7079,607792.1398,4822976.175,129.9994
834,607800.1431,4822982.171,129.7079,607792.1398,4822976.175,129.9994
835,607792.1398,4822976.175,129.9994,607789.8841,4822974.485,130.0284
836,607792.1398,4822976.175,129.9994,607789.8841,4822974.485,130.0284
837,607789.8841,4822974.485,130.0284,607782.539,4822967.699,130.2465
838,607789.8841,4822974.485,130.0284,607782.539,4822967.699,130.2465
839,607782.539,4822967.699,130.2465,607781.6119,4822966.843,130.2807
840,607782.539,4822967.699,130.2465,607781.6119,4822966.843,130.2807
841,607781.6119,4822966.843,130.2807,607775.1132,4822959.242,130.2936
842,607781.6119,4822966.843,130.2807,607775.1132,4822959.242,130.2936
843,607768.6146,4822951.642,129.7619,607765.0761,4822947.503,130.0825
844,607768.6146,4822951.642,129.7619,607765.0761,4822947.503,130.0825
845,607775.1132,4822959.242,130.2936,607768.6146,4822951.642,129.7619
846,607775.1132,4822959.242,130.2936,607768.6146,4822951.642,129.7619
847,607765.0761,4822947.503,130.0825,607758.7935,4822939.723,130.9436
848,607765.0761,4822947.503,130.0825,607758.7935,4822939.723,130.9436
849,607708.5325,4822877.483,132.4079,607704.3827,4822872.344,132.5962
850,607708.5325,4822877.483,132.4079,607704.3827,4822872.344,132.5962
851,607714.8151,4822885.263,132.0536,607708.5325,4822877.483,132.4079
852,607714.8151,4822885.263,132.0536,607708.5325,4822877.483,132.4079
853,607721.0977,4822893.043,131.8948,607714.8151,4822885.263,132.0536
854,607721.0977,4822893.043,131.8948,607714.8151,4822885.263,132.0536
855,607727.3804,4822900.823,131.8196,607721.0977,4822893.043,131.8948
856,607727.3804,4822900.823,131.8196,607721.0977,4822893.043,131.8948
857,607733.663,4822908.603,131.708,607727.3804,4822900.823,131.8196
858,607733.663,4822908.603,131.708,607727.3804,4822900.823,131.8196
859,607739.9456,4822916.383,131.4382,607733.663,4822908.603,131.708
860,607739.9456,4822916.383,131.4382,607733.663,4822908.603,131.708
861,607746.2282,4822924.163,131.09,607739.9456,4822916.383,131.4382
862,607746.2282,4822924.163,131.09,607739.9456,4822916.383,131.4382
863,607752.5109,4822931.943,131.2639,607746.2282,4822924.163,131.09
864,607752.5109,4822931.943,131.2639,607746.2282,4822924.163,131.09
865,607758.7935,4822939.723,130.9436,607752.5109,4822931.943,131.2639
866,607758.7935,4822939.723,130.9436,607752.5109,4822931.943,131.2639
867,607704.3827,4822872.344,132.5962,607698.0997,4822864.565,132.7212
868,607704.3827,4822872.344,132.5962,607698.0997,4822864.565,132.7212
869,607698.0997,4822864.565,132.7212,607693.8299,4822859.278,132.7744
870,607698.0997,4822864.565,132.7212,607693.8299,4822859.278,132.7744
871,607693.8299,4822859.278,132.7744,607688.6565,4822852.874,132.8434
872,607693.8299,4822859.278,132.7744,607688.6565,4822852.874,132.8434
873,607688.6565,4822852.874,132.8434,607682.3736,4822845.094,133.2331
874,607688.6565,4822852.874,132.8434,607682.3736,4822845.094,133.2331
875,607669.8078,4822829.534,133.8255,607663.7796,4822822.07,133.9304
876,607669.8078,4822829.534,133.8255,607663.7796,4822822.07,133.9304
877,607676.0907,4822837.314,133.6436,607669.8078,4822829.534,133.8255
878,607676.0907,4822837.314,133.6436,607669.8078,4822829.534,133.8255
879,607682.3736,4822845.094,133.2331,607676.0907,4822837.314,133.6436
880,607682.3736,4822845.094,133.2331,607676.0907,4822837.314,133.6436
881,607663.7796,4822822.07,133.9304,607657.7346,4822814.585,133.978
882,607663.7796,4822822.07,133.9304,607657.7346,4822814.585,133.978
883,607657.7346,4822814.585,133.978,607651.4529,4822806.805,133.9881
884,607657.7346,4822814.585,133.978,607651.4529,4822806.805,133.9881
885,607582.3538,4822721.217,134.538,607579.0386,4822717.11,134.718
886,607582.3538,4822721.217,134.538,607579.0386,4822717.11,134.718
887,607588.6356,4822728.997,134.1934,607582.3538,4822721.217,134.538
888,607588.6356,4822728.997,134.1934,607582.3538,4822721.217,134.538
889,607594.9173,4822736.778,133.8242,607588.6356,4822728.997,134.1934
890,607594.9173,4822736.778,133.8242,607588.6356,4822728.997,134.1934
891,607601.199,4822744.559,133.3145,607594.9173,4822736.778,133.8242
892,607601.199,4822744.559,133.3145,607594.9173,4822736.778,133.8242
893,607607.4808,4822752.34,133.2013,607601.199,4822744.559,133.3145
894,607607.4808,4822752.34,133.2013,607601.199,4822744.559,133.3145
895,607613.7625,4822760.12,133.0952,607607.4808,4822752.34,133.2013
896,607613.7625,4822760.12,133.0952,607607.4808,4822752.34,133.2013
897,607620.0442,4822767.901,133.2784,607613.7625,4822760.12,133.0952
898,607620.0442,4822767.901,133.2784,607613.7625,4822760.12,133.0952
899,607626.326,4822775.682,133.2413,607620.0442,4822767.901,133.2784
900,607626.326,4822775.682,133.2413,607620.0442,4822767.901,133.2784
901,607632.6077,4822783.463,133.277,607626.326,4822775.682,133.2413
902,607632.6077,4822783.463,133.277,607626.326,4822775.682,133.2413
903,607638.8894,4822791.243,133.6176,607632.6077,4822783.463,133.277
904,607638.8894,4822791.243,133.6176,607632.6077,4822783.463,133.277
905,607645.1711,4822799.024,133.8538,607638.8894,4822791.243,133.6176
906,607645.1711,4822799.024,133.8538,607638.8894,4822791.243,133.6176
907,607651.4529,4822806.805,133.9881,607645.1711,4822799.024,133.8538
908,607651.4529,4822806.805,133.9881,607645.1711,4822799.024,133.8538
909,607579.0386,4822717.11,134.718,607572.7132,4822709.365,134.9525
910,607579.0386,4822717.11,134.718,607572.7132,4822709.365,134.9525
911,607560.0625,4822693.874,135.2945,607559.5044,4822693.191,135.3136
912,607560.0625,4822693.874,135.2945,607559.5044,4822693.191,135.3136
913,607566.3879,4822701.62,135.0953,607560.0625,4822693.874,135.2945
914,607566.3879,4822701.62,135.0953,607560.0625,4822693.874,135.2945
915,607572.7132,4822709.365,134.9525,607566.3879,4822701.62,135.0953
916,607572.7132,4822709.365,134.9525,607566.3879,4822701.62,135.0953
917,608051.188,4822197.571,111.6733,608052.85,4822200.242,111.8236
918,608051.188,4822197.571,111.6733,608052.85,4822200.242,111.8236
919,608052.85,4822200.242,111.8236,608052.5835,4822203.748,111.8718
920,608052.85,4822200.242,111.8236,608052.5835,4822203.748,111.8718
921,608052.5835,4822203.748,111.8718,608053.5937,4822208.263,111.9376
922,608052.5835,4822203.748,111.8718,608053.5937,4822208.263,111.9376
923,608053.5937,4822208.263,111.9376,608055.8425,4822212.132,112.0005
924,608053.5937,4822208.263,111.9376,608055.8425,4822212.132,112.0005
925,608055.8425,4822212.132,112.0005,608059.072,4822215.316,112.0007
926,608055.8425,4822212.132,112.0005,608059.072,4822215.316,112.0007
927,608059.072,4822215.316,112.0007,608063.9644,4822217.606,112.0197
928,608059.072,4822215.316,112.0007,608063.9644,4822217.606,112.0197
929,608063.9644,4822217.606,112.0197,608069.8375,4822218.2,112.0124
930,608063.9644,4822217.606,112.0197,608069.8375,4822218.2,112.0124
931,608069.8375,4822218.2,112.0124,608075.2427,4822217.243,111.9985
932,608069.8375,4822218.2,112.0124,608075.2427,4822217.243,111.9985
933,608075.2427,4822217.243,111.9985,608083.2127,4822213.572,111.7378
934,608075.2427,4822217.243,111.9985,608083.2127,4822213.572,111.7378
935,608083.2127,4822213.572,111.7378,608091.6594,4822208.219,111.0135
936,608083.2127,4822213.572,111.7378,608091.6594,4822208.219,111.0135
937,608116.9994,4822192.16,109.477,608121.2156,4822189.488,109.3172
938,608116.9994,4822192.16,109.477,608121.2156,4822189.488,109.3172
939,608100.106,4822202.866,110.3138,608108.5527,4822197.513,109.7094
940,608100.106,4822202.866,110.3138,608108.5527,4822197.513,109.7094
941,608091.6594,4822208.219,111.0135,608100.106,4822202.866,110.3138
942,608091.6594,4822208.219,111.0135,608100.106,4822202.866,110.3138
943,608108.5527,4822197.513,109.7094,608116.9994,4822192.16,109.477
944,608108.5527,4822197.513,109.7094,608116.9994,4822192.16,109.477
945,608121.2156,4822189.488,109.3172,608130.2102,4822185.118,108.7758
946,608121.2156,4822189.488,109.3172,608130.2102,4822185.118,108.7758
947,608130.2102,4822185.118,108.7758,608132.4141,4822184.048,108.6964
948,608130.2102,4822185.118,108.7758,608132.4141,4822184.048,108.6964
949,608132.4141,4822184.048,108.6964,608142.0117,4822181.239,108.5697
950,608132.4141,4822184.048,108.6964,608142.0117,4822181.239,108.5697
951,608142.0117,4822181.239,108.5697,608143.5695,4822180.783,108.5644
952,608142.0117,4822181.239,108.5697,608143.5695,4822180.783,108.5644
953,608143.5695,4822180.783,108.5644,608152.7709,4822179.932,108.7585
954,608143.5695,4822180.783,108.5644,608152.7709,4822179.932,108.7585
955,607651.4906,4822627.956,131.3416,607658.2894,4822635.289,131.2532
956,607651.4906,4822627.956,131.3416,607658.2894,4822635.289,131.2532
957,607665.0882,4822642.622,130.9618,607670.863,4822648.851,130.8389
958,607665.0882,4822642.622,130.9618,607670.863,4822648.851,130.8389
959,607658.2894,4822635.289,131.2532,607665.0882,4822642.622,130.9618
960,607658.2894,4822635.289,131.2532,607665.0882,4822642.622,130.9618
961,607670.863,4822648.851,130.8389,607673.5436,4822656.444,130.2207
962,607670.863,4822648.851,130.8389,607673.5436,4822656.444,130.2207
963,607673.5436,4822656.444,130.2207,607673.545,4822656.448,130.2203
964,607673.5436,4822656.444,130.2207,607673.545,4822656.448,130.2203
965,607743.7551,4822725.305,127.4389,607753.0183,4822722.065,127.1165
966,607743.7551,4822725.305,127.4389,607753.0183,4822722.065,127.1165
967,607753.0183,4822722.065,127.1165,607755.6406,4822720.786,127.0754
968,607753.0183,4822722.065,127.1165,607755.6406,4822720.786,127.0754
969,607755.6406,4822720.786,127.0754,607758.2562,4822717.906,127.0319
970,607755.6406,4822720.786,127.0754,607758.2562,4822717.906,127.0319
971,607758.2562,4822717.906,127.0319,607764.5363,4822710.124,127.0098
972,607758.2562,4822717.906,127.0319,607764.5363,4822710.124,127.0098
973,607764.5363,4822710.124,127.0098,607764.8761,4822709.703,127.0097
974,607764.5363,4822710.124,127.0098,607764.8761,4822709.703,127.0097
975,607764.8761,4822709.703,127.0097,607771.1537,4822701.919,127.0214
976,607764.8761,4822709.703,127.0097,607771.1537,4822701.919,127.0214
977,607789.9864,4822678.566,127.0662,607796.0882,4822671,127.0656
978,607789.9864,4822678.566,127.0662,607796.0882,4822671,127.0656
979,607783.7088,4822686.35,127.0558,607789.9864,4822678.566,127.0662
980,607783.7088,4822686.35,127.0558,607789.9864,4822678.566,127.0662
981,607777.4312,4822694.134,127.0349,607783.7088,4822686.35,127.0558
982,607777.4312,4822694.134,127.0349,607783.7088,4822686.35,127.0558
983,607771.1537,4822701.919,127.0214,607777.4312,4822694.134,127.0349
984,607771.1537,4822701.919,127.0214,607777.4312,4822694.134,127.0349
985,607796.0882,4822671,127.0656,607796.1444,4822670.012,127.0654
986,607796.0882,4822671,127.0656,607796.1444,4822670.012,127.0654
987,607796.1444,4822670.012,127.0654,607796.7123,4822660.028,127.0747
988,607796.1444,4822670.012,127.0654,607796.7123,4822660.028,127.0747
989,607797.8481,4822640.061,126.2851,607798.1255,4822635.184,126.0135
990,607797.8481,4822640.061,126.2851,607798.1255,4822635.184,126.0135
991,607797.2802,4822650.045,126.9613,607797.8481,4822640.061,126.2851
992,607797.2802,4822650.045,126.9613,607797.8481,4822640.061,126.2851
993,607796.7123,4822660.028,127.0747,607797.2802,4822650.045,126.9613
994,607796.7123,4822660.028,127.0747,607797.2802,4822650.045,126.9613
995,607798.1255,4822635.184,126.0135,607790.6361,4822628.558,126.1323
996,607798.1255,4822635.184,126.0135,607790.6361,4822628.558,126.1323
997,607790.6361,4822628.558,126.1323,607784.5577,4822623.18,126.4177
998,607790.6361,4822628.558,126.1323,607784.5577,4822623.18,126.4177
999,607764.8761,4822709.703,127.0097,607764.9662,4822709.838,127.0101
1000,607764.8761,4822709.703,127.0097,607764.9662,4822709.838,127.0101
1001,607764.9662,4822709.838,127.0101,607770.4055,4822718.035,127.0542
1002,607764.9662,4822709.838,127.0101,607770.4055,4822718.035,127.0542
1003,607770.4055,4822718.035,127.0542,607772.6628,4822721.436,127.0821
1004,607770.4055,4822718.035,127.0542,607772.6628,4822721.436,127.0821
1005,607772.6628,4822721.436,127.0821,607771.8436,4822722.634,127.0958
1006,607772.6628,4822721.436,127.0821,607771.8436,4822722.634,127.0958
1007,607771.8436,4822722.634,127.0958,607762.3991,4822719.348,127.0622
1008,607771.8436,4822722.634,127.0958,607762.3991,4822719.348,127.0622
1009,607762.3991,4822719.348,127.0622,607758.2562,4822717.906,127.0319
1010,607762.3991,4822719.348,127.0622,607758.2562,4822717.906,127.0319
1011,607659.9803,4822610.973,130.9737,607661.9292,4822608.86,130.8775
1012,607659.9803,4822610.973,130.9737,607661.9292,4822608.86,130.8775
1013,607661.9292,4822608.86,130.8775,607664.6948,4822607.716,130.7984
1014,607661.9292,4822608.86,130.8775,607664.6948,4822607.716,130.7984
1015,607664.6948,4822607.716,130.7984,607668.9827,4822608.384,130.8463
1016,607664.6948,4822607.716,130.7984,607668.9827,4822608.384,130.8463
1017,607668.9827,4822608.384,130.8463,607671.101,4822610.318,130.9579
1018,607668.9827,4822608.384,130.8463,607671.101,4822610.318,130.9579
1019,607671.101,4822610.318,130.9579,607677.5988,4822615.777,131.0204
1020,607671.101,4822610.318,130.9579,607677.5988,4822615.777,131.0204
1021,607677.5988,4822615.777,131.0204,607680.5251,4822618.212,131.1196
1022,607677.5988,4822615.777,131.0204,607680.5251,4822618.212,131.1196
1023,607942.8081,4822607.014,126.0161,607950.8158,4822606.998,126.0005
1024,607942.8081,4822607.014,126.0161,607950.8158,4822606.998,126.0005
1025,607950.8158,4822606.998,126.0005,607953.264,4822611.526,125.9997
1026,607950.8158,4822606.998,126.0005,607953.264,4822611.526,125.9997
1027,607953.264,4822611.526,125.9997,607957.31,4822614.679,125.9996
1028,607953.264,4822611.526,125.9997,607957.31,4822614.679,125.9996
1029,607957.31,4822614.679,125.9996,607963.8247,4822618.061,125.9998
1030,607957.31,4822614.679,125.9996,607963.8247,4822618.061,125.9998
1031,607963.8247,4822618.061,125.9998,607972.592,4822622.871,126.0002
1032,607963.8247,4822618.061,125.9998,607972.592,4822622.871,126.0002
1033,607972.592,4822622.871,126.0002,607976.1113,4822624.802,126.0001
1034,607972.592,4822622.871,126.0002,607976.1113,4822624.802,126.0001
1035,607976.1113,4822624.802,126.0001,607984.8686,4822629.63,126.0002
1036,607976.1113,4822624.802,126.0001,607984.8686,4822629.63,126.0002
1037,607984.8686,4822629.63,126.0002,607989.7268,4822632.308,126.0004
1038,607984.8686,4822629.63,126.0002,607989.7268,4822632.308,126.0004
1039,607989.7268,4822632.308,126.0004,607987.4628,4822622.568,125.9999
1040,607989.7268,4822632.308,126.0004,607987.4628,4822622.568,125.9999
1041,607987.4628,4822622.568,125.9999,607986.0464,4822616.474,126.0001
1042,607987.4628,4822622.568,125.9999,607986.0464,4822616.474,126.0001
1043,607986.0464,4822616.474,126.0001,607985.5521,4822613.544,126.0002
1044,607986.0464,4822616.474,126.0001,607985.5521,4822613.544,126.0002
1045,607985.5521,4822613.544,126.0002,607983.9959,4822603.666,126.0089
1046,607985.5521,4822613.544,126.0002,607983.9959,4822603.666,126.0089
1047,607983.9959,4822603.666,126.0089,607983.8291,4822602.608,126.0107
1048,607983.9959,4822603.666,126.0089,607983.8291,4822602.608,126.0107
1049,607664.439,4822562.676,129.0385,607659.9716,4822558.083,129.2129
1050,607664.439,4822562.676,129.0385,607659.9716,4822558.083,129.2129
1051,607659.9716,4822558.083,129.2129,607653.1191,4822553.574,129.5211
1052,607659.9716,4822558.083,129.2129,607653.1191,4822553.574,129.5211
1053,607653.1191,4822553.574,129.5211,607649.5878,4822550.063,129.7207
1054,607653.1191,4822553.574,129.5211,607649.5878,4822550.063,129.7207
1055,607649.5878,4822550.063,129.7207,607647.8593,4822545.992,129.8348
1056,607649.5878,4822550.063,129.7207,607647.8593,4822545.992,129.8348
1057,607647.8593,4822545.992,129.8348,607646.6268,4822541.217,129.8656
1058,607647.8593,4822545.992,129.8348,607646.6268,4822541.217,129.8656
1059,607646.6268,4822541.217,129.8656,607645.2246,4822531.908,129.6355
1060,607646.6268,4822541.217,129.8656,607645.2246,4822531.908,129.6355
1061,607645.2246,4822531.908,129.6355,607643.1532,4822529.064,129.6529
1062,607645.2246,4822531.908,129.6355,607643.1532,4822529.064,129.6529
1063,607751.118,4822577.608,126.6694,607756.8113,4822585.364,126.8599
1064,607751.118,4822577.608,126.6694,607756.8113,4822585.364,126.8599
1065,607721.1853,4822555.677,126.9808,607717.5471,4822550.264,127.1303
1066,607721.1853,4822555.677,126.9808,607717.5471,4822550.264,127.1303
1067,607717.5471,4822550.264,127.1303,607711.056,4822545.394,127.523
1068,607717.5471,4822550.264,127.1303,607711.056,4822545.394,127.523
1069,607711.056,4822545.394,127.523,607708.0336,4822539.88,127.5643
1070,607711.056,4822545.394,127.523,607708.0336,4822539.88,127.5643
1071,607708.0336,4822539.88,127.5643,607708.2889,4822536.596,127.3697
1072,607708.0336,4822539.88,127.5643,607708.2889,4822536.596,127.3697
1073,607708.2889,4822536.596,127.3697,607708.339,4822535.952,127.3307
1074,607708.2889,4822536.596,127.3697,607708.339,4822535.952,127.3307
1075,607708.339,4822535.952,127.3307,607710.7607,4822526.526,126.9206
1076,607708.339,4822535.952,127.3307,607710.7607,4822526.526,126.9206
1077,607710.7607,4822526.526,126.9206,607713.0974,4822522.398,126.7532
1078,607710.7607,4822526.526,126.9206,607713.0974,4822522.398,126.7532
1079,607713.0974,4822522.398,126.7532,607720.6868,4822515.886,126.335
1080,607713.0974,4822522.398,126.7532,607720.6868,4822515.886,126.335
1081,607720.6868,4822515.886,126.335,607724.1169,4822512.943,126.1798
1082,607720.6868,4822515.886,126.335,607724.1169,4822512.943,126.1798
1083,607724.1169,4822512.943,126.1798,607732.0666,4822512.015,126.0268
1084,607724.1169,4822512.943,126.1798,607732.0666,4822512.015,126.0268
1085,607732.0666,4822512.015,126.0268,607734.8272,4822511.693,126.0088
1086,607732.0666,4822512.015,126.0268,607734.8272,4822511.693,126.0088
1087,607771.8492,4822502.733,125.9982,607776.751,4822502.412,126
1088,607771.8492,4822502.733,125.9982,607776.751,4822502.412,126
1089,607776.751,4822502.412,126,607786.7295,4822501.756,125.9973
1090,607776.751,4822502.412,126,607786.7295,4822501.756,125.9973
1091,607786.7295,4822501.756,125.9973,607786.8053,4822501.751,125.9973
1092,607786.7295,4822501.756,125.9973,607786.8053,4822501.751,125.9973
1093,607786.8053,4822501.751,125.9973,607789.8855,4822500.645,125.997
1094,607786.8053,4822501.751,125.9973,607789.8855,4822500.645,125.997
1095,607789.8855,4822500.645,125.997,607794.5852,4822498.965,126.0133
1096,607789.8855,4822500.645,125.997,607794.5852,4822498.965,126.0133
1097,607794.5852,4822498.965,126.0133,607794.7616,4822498.902,126.0151
1098,607794.5852,4822498.965,126.0133,607794.7616,4822498.902,126.0151
1099,607794.7616,4822498.902,126.0151,607800.7947,4822497.066,126.1161
1100,607794.7616,4822498.902,126.0151,607800.7947,4822497.066,126.1161
1101,607800.7947,4822497.066,126.1161,607810.714,4822498.333,126.3244
1102,607800.7947,4822497.066,126.1161,607810.714,4822498.333,126.3244
1103,607810.714,4822498.333,126.3244,607813.4122,4822498.678,126.378
1104,607810.714,4822498.333,126.3244,607813.4122,4822498.678,126.378
1105,607813.4122,4822498.678,126.378,607815.6078,4822498.959,126.4158
1106,607813.4122,4822498.678,126.378,607815.6078,4822498.959,126.4158
1107,607815.6078,4822498.959,126.4158,607818.1538,4822499.922,126.4513
1108,607815.6078,4822498.959,126.4158,607818.1538,4822499.922,126.4513
1109,607818.1538,4822499.922,126.4513,607819.5236,4822500.666,126.4671
1110,607818.1538,4822499.922,126.4513,607819.5236,4822500.666,126.4671
1111,607950.8158,4822606.998,126.0005,607953.8267,4822602.159,126.0014
1112,607950.8158,4822606.998,126.0005,607953.8267,4822602.159,126.0014
1113,607953.8267,4822602.159,126.0014,607955.6228,4822597.988,126.0087
1114,607953.8267,4822602.159,126.0014,607955.6228,4822597.988,126.0087
1115,607955.6228,4822597.988,126.0087,607956.7371,4822596.029,126.0142
1116,607955.6228,4822597.988,126.0087,607956.7371,4822596.029,126.0142
1117,607680.4774,4822552.646,128.5828,607685.3111,4822549.514,128.4161
1118,607680.4774,4822552.646,128.5828,607685.3111,4822549.514,128.4161
1119,607685.3111,4822549.514,128.4161,607689.4943,4822556.713,128.0357
1120,607685.3111,4822549.514,128.4161,607689.4943,4822556.713,128.0357
1121,607689.4943,4822556.713,128.0357,607691.1264,4822559.238,127.9778
