OBJECTID *,start_x,start_y,start_z,end_x,end_y,end_z
2956,607829.8455,4822471.259,126.0928,607827.7941,4822466.161,126.073
2957,607827.7941,4822466.161,126.073,607822.8806,4822458.15,126.0961
2958,607827.7941,4822466.161,126.073,607822.8806,4822458.15,126.0961
2959,607830.1998,4822489.961,126.3826,607826.399,4822497.699,126.5009
2960,607830.1998,4822489.961,126.3826,607826.399,4822497.699,126.5009
2961,608054.66,4822948.113,127.0416,608049.4133,4822939.763,126.8939
2962,608054.66,4822948.113,127.0416,608049.4133,4822939.763,126.8939
2963,608049.4133,4822939.763,126.8939,608048.271,4822937.945,126.7965
2964,608049.4133,4822939.763,126.8939,608048.271,4822937.945,126.7965
2965,608048.271,4822937.945,126.7965,608042.9536,4822929.476,126.5922
2966,608048.271,4822937.945,126.7965,608042.9536,4822929.476,126.5922
2967,608042.9536,4822929.476,126.5922,608041.5984,4822927.318,126.6692
2968,608042.9536,4822929.476,126.5922,608041.5984,4822927.318,126.6692
2969,608098.0127,4822945.3,122.7772,608103.2097,4822936.756,122.5291
2970,608098.0127,4822945.3,122.7772,608103.2097,4822936.756,122.5291
2971,608103.2097,4822936.756,122.5291,608108.4067,4822928.213,122.0952
2972,608103.2097,4822936.756,122.5291,608108.4067,4822928.213,122.0952
2973,608108.4067,4822928.213,122.0952,608109.0011,4822927.236,122.0559
2974,608108.4067,4822928.213,122.0952,608109.0011,4822927.236,122.0559
2975,608109.0011,4822927.236,122.0559,608109.4395,4822920.078,121.8697
2976,608109.0011,4822927.236,122.0559,608109.4395,4822920.078,121.8697
2977,608109.4395,4822920.078,121.8697,608107.2044,4822910.331,121.6868
2978,608109.4395,4822920.078,121.8697,608107.2044,4822910.331,121.6868
2979,608107.2044,4822910.331,121.6868,608105.7628,4822904.044,121.6563
2980,608107.2044,4822910.331,121.6868,608105.7628,4822904.044,121.6563
2981,608019.426,4822393.855,124.9836,608017.9314,4822392.331,125.0178
2982,608019.426,4822393.855,124.9836,608017.9314,4822392.331,125.0178
2983,608017.9314,4822392.331,125.0178,608013.9663,4822391.178,125.0542
2984,608017.9314,4822392.331,125.0178,608013.9663,4822391.178,125.0542
2985,608013.9663,4822391.178,125.0542,608004.0069,4822390.278,125.0254
2986,608013.9663,4822391.178,125.0542,608004.0069,4822390.278,125.0254
2987,608004.0069,4822390.278,125.0254,607999.1764,4822389.841,125.0164
2988,608004.0069,4822390.278,125.0254,607999.1764,4822389.841,125.0164
2989,607999.1764,4822389.841,125.0164,607993.2307,4822386.235,125.0029
2990,607999.1764,4822389.841,125.0164,607993.2307,4822386.235,125.0029
2991,607993.2307,4822386.235,125.0029,607990.4025,4822383.223,124.9991
2992,607993.2307,4822386.235,125.0029,607990.4025,4822383.223,124.9991
2993,607822.8806,4822458.15,126.0961,607831.9402,4822462.384,126.0056
2994,607822.8806,4822458.15,126.0961,607831.9402,4822462.384,126.0056
2995,607831.9402,4822462.384,126.0056,607833.1464,4822462.947,126.0033
2996,607831.9402,4822462.384,126.0056,607833.1464,4822462.947,126.0033
2997,607833.1464,4822462.947,126.0033,607842.215,4822466.315,125.9879
2998,607833.1464,4822462.947,126.0033,607842.215,4822466.315,125.9879
2999,607842.215,4822466.315,125.9879,607847.1456,4822467.727,125.9724
3000,607842.215,4822466.315,125.9879,607847.1456,4822467.727,125.9724
3001,607847.1456,4822467.727,125.9724,607853.4077,4822468.238,125.949
3002,607847.1456,4822467.727,125.9724,607853.4077,4822468.238,125.949
3003,607853.4077,4822468.238,125.949,607863.4058,4822468.434,125.8366
3004,607853.4077,4822468.238,125.949,607863.4058,4822468.434,125.8366
3005,607863.4058,4822468.434,125.8366,607869.442,4822468.551,125.6702
3006,607863.4058,4822468.434,125.8366,607869.442,4822468.551,125.6702
3007,607869.442,4822468.551,125.6702,607879.414,4822467.804,125.4368
3008,607869.442,4822468.551,125.6702,607879.414,4822467.804,125.4368
3009,607879.414,4822467.804,125.4368,607884.085,4822467.453,125.3417
3010,607879.414,4822467.804,125.4368,607884.085,4822467.453,125.3417
3011,607884.085,4822467.453,125.3417,607892.8034,4822465.96,125.2048
3012,607884.085,4822467.453,125.3417,607892.8034,4822465.96,125.2048
3013,607892.8034,4822465.96,125.2048,607900.3229,4822463.648,125.0251
3014,607892.8034,4822465.96,125.2048,607900.3229,4822463.648,125.0251
3015,607900.3229,4822463.648,125.0251,607907.3561,4822460.929,125.2056
3016,607900.3229,4822463.648,125.0251,607907.3561,4822460.929,125.2056
3017,607907.3561,4822460.929,125.2056,607916.423,4822456.711,125.4836
3018,607907.3561,4822460.929,125.2056,607916.423,4822456.711,125.4836
3019,607916.423,4822456.711,125.4836,607917.0278,4822456.429,125.493
3020,607916.423,4822456.711,125.4836,607917.0278,4822456.429,125.493
3021,607917.0278,4822456.429,125.493,607925.7329,4822451.508,125.5693
3022,607917.0278,4822456.429,125.493,607925.7329,4822451.508,125.5693
3023,607943.1431,4822441.665,125.6005,607949.1644,4822438.261,125.5074
3024,607943.1431,4822441.665,125.6005,607949.1644,4822438.261,125.5074
3025,607934.438,4822446.586,125.6011,607943.1431,4822441.665,125.6005
3026,607934.438,4822446.586,125.6011,607943.1431,4822441.665,125.6005
3027,607925.7329,4822451.508,125.5693,607934.438,4822446.586,125.6011
3028,607925.7329,4822451.508,125.5693,607934.438,4822446.586,125.6011
3029,607949.1644,4822438.261,125.5074,607957.9596,4822433.502,125.2781
3030,607949.1644,4822438.261,125.5074,607957.9596,4822433.502,125.2781
3031,607984.3452,4822419.226,124.9337,607989.6027,4822416.382,124.9633
3032,607984.3452,4822419.226,124.9337,607989.6027,4822416.382,124.9633
3033,607975.55,4822423.985,124.7378,607984.3452,4822419.226,124.9337
3034,607975.55,4822423.985,124.7378,607984.3452,4822419.226,124.9337
3035,607966.7548,4822428.743,124.8056,607975.55,4822423.985,124.7378
3036,607966.7548,4822428.743,124.8056,607975.55,4822423.985,124.7378
3037,607957.9596,4822433.502,125.2781,607966.7548,4822428.743,124.8056
3038,607957.9596,4822433.502,125.2781,607966.7548,4822428.743,124.8056
3039,608226.4507,4822132.772,107.0232,608227.3035,4822129.977,107.0345
3040,608226.4507,4822132.772,107.0232,608227.3035,4822129.977,107.0345
3041,608227.3035,4822129.977,107.0345,608230.2221,4822120.413,106.8165
3042,608227.3035,4822129.977,107.0345,608230.2221,4822120.413,106.8165
3043,608230.2221,4822120.413,106.8165,608232.0301,4822114.488,106.8074
3044,608230.2221,4822120.413,106.8165,608232.0301,4822114.488,106.8074
3045,608232.0301,4822114.488,106.8074,608231.7827,4822104.491,106.7134
3046,608232.0301,4822114.488,106.8074,608231.7827,4822104.491,106.7134
3047,608231.2878,4822084.497,106.1641,608231.0512,4822074.936,106.2414
3048,608231.2878,4822084.497,106.1641,608231.0512,4822074.936,106.2414
3049,608231.5353,4822094.494,106.3942,608231.2878,4822084.497,106.1641
3050,608231.5353,4822094.494,106.3942,608231.2878,4822084.497,106.1641
3051,608231.7827,4822104.491,106.7134,608231.5353,4822094.494,106.3942
3052,608231.7827,4822104.491,106.7134,608231.5353,4822094.494,106.3942
3053,608199.69,4822454.167,117.9245,608209.3491,4822451.578,117.3257
3054,608199.69,4822454.167,117.9245,608209.3491,4822451.578,117.3257
3055,608209.3491,4822451.578,117.3257,608214.744,4822450.133,116.9323
3056,608209.3491,4822451.578,117.3257,608214.744,4822450.133,116.9323
3057,608214.744,4822450.133,116.9323,608222.6799,4822446.061,116.0765
3058,608214.744,4822450.133,116.9323,608222.6799,4822446.061,116.0765
3059,608222.6799,4822446.061,116.0765,608228.4563,4822442.111,115.5953
3060,608222.6799,4822446.061,116.0765,608228.4563,4822442.111,115.5953
3061,608164.5718,4822163.181,108.3931,608159.8349,4822154.374,108.2034
3062,608164.5718,4822163.181,108.3931,608159.8349,4822154.374,108.2034
3063,608159.8349,4822154.374,108.2034,608159.1111,4822153.028,108.1957
3064,608159.8349,4822154.374,108.2034,608159.1111,4822153.028,108.1957
3065,608159.1111,4822153.028,108.1957,608158.2179,4822149.781,108.1692
3066,608159.1111,4822153.028,108.1957,608158.2179,4822149.781,108.1692
3067,608158.2179,4822149.781,108.1692,608158.1851,4822145.292,108.1153
3068,608158.2179,4822149.781,108.1692,608158.1851,4822145.292,108.1153
3069,608158.1851,4822145.292,108.1153,608158.0163,4822141.724,108.0658
3070,608158.1851,4822145.292,108.1153,608158.0163,4822141.724,108.0658
3071,608158.0163,4822141.724,108.0658,608157.402,4822139.225,108.0228
3072,608158.0163,4822141.724,108.0658,608157.402,4822139.225,108.0228
3073,608157.402,4822139.225,108.0228,608152.4462,4822132.347,107.7351
3074,608157.402,4822139.225,108.0228,608152.4462,4822132.347,107.7351
3075,607779.8505,4822567.071,126.1775,607773.4817,4822559.362,126.1342
3076,607779.8505,4822567.071,126.1775,607773.4817,4822559.362,126.1342
3077,607760.7442,4822543.942,126.2178,607760.5342,4822543.688,126.2175
3078,607760.7442,4822543.942,126.2178,607760.5342,4822543.688,126.2175
3079,607767.1129,4822551.652,126.2023,607760.7442,4822543.942,126.2178
3080,607767.1129,4822551.652,126.2023,607760.7442,4822543.942,126.2178
3081,607773.4817,4822559.362,126.1342,607767.1129,4822551.652,126.2023
3082,607773.4817,4822559.362,126.1342,607767.1129,4822551.652,126.2023
3083,607559.5044,4822693.191,135.3136,607553.047,4822685.555,135.5513
3084,607559.5044,4822693.191,135.3136,607553.047,4822685.555,135.5513
3085,607527.2173,4822655.013,136.0182,607521.4567,4822648.202,136.017
3086,607527.2173,4822655.013,136.0182,607521.4567,4822648.202,136.017
3087,607533.6747,4822662.649,136.0196,607527.2173,4822655.013,136.0182
3088,607533.6747,4822662.649,136.0196,607527.2173,4822655.013,136.0182
3089,607540.1321,4822670.284,136.0057,607533.6747,4822662.649,136.0196
3090,607540.1321,4822670.284,136.0057,607533.6747,4822662.649,136.0196
3091,607546.5895,4822677.92,135.8279,607540.1321,4822670.284,136.0057
3092,607546.5895,4822677.92,135.8279,607540.1321,4822670.284,136.0057
3093,607553.047,4822685.555,135.5513,607546.5895,4822677.92,135.8279
3094,607553.047,4822685.555,135.5513,607546.5895,4822677.92,135.8279
3095,607521.4567,4822648.202,136.017,607516.9681,4822642.409,136.0443
3096,607521.4567,4822648.202,136.017,607516.9681,4822642.409,136.0443
3097,607591.4098,4822660.064,135.3809,607590.5313,4822651.352,135.7514
3098,607591.4098,4822660.064,135.3809,607590.5313,4822651.352,135.7514
3099,607582.1808,4822640.487,135.9782,607588.2746,4822648.416,135.8587
3100,607582.1808,4822640.487,135.9782,607588.2746,4822648.416,135.8587
3101,607588.2746,4822648.416,135.8587,607590.5313,4822651.352,135.7514
3102,607588.2746,4822648.416,135.8587,607590.5313,4822651.352,135.7514
3103,607590.5313,4822651.352,135.7514,607596.6215,4822659.283,135.3639
3104,607590.5313,4822651.352,135.7514,607596.6215,4822659.283,135.3639
3105,607596.6215,4822659.283,135.3639,607602.7118,4822667.215,135.0024
3106,607596.6215,4822659.283,135.3639,607602.7118,4822667.215,135.0024
3107,607602.7118,4822667.215,135.0024,607607.8729,4822673.936,134.9093
3108,607602.7118,4822667.215,135.0024,607607.8729,4822673.936,134.9093
3109,607607.8729,4822673.936,134.9093,607614.2559,4822681.634,134.4843
3110,607607.8729,4822673.936,134.9093,607614.2559,4822681.634,134.4843
3111,607620.639,4822689.332,133.4577,607621.2693,4822690.092,133.3855
3112,607620.639,4822689.332,133.4577,607621.2693,4822690.092,133.3855
3113,607614.2559,4822681.634,134.4843,607620.639,4822689.332,133.4577
3114,607614.2559,4822681.634,134.4843,607620.639,4822689.332,133.4577
3115,607607.8729,4822673.936,134.9093,607600.7758,4822670.579,135.0025
3116,607607.8729,4822673.936,134.9093,607600.7758,4822670.579,135.0025
3117,607600.7758,4822670.579,135.0025,607594.1244,4822663.112,135.2235
3118,607600.7758,4822670.579,135.0025,607594.1244,4822663.112,135.2235
3119,607594.1244,4822663.112,135.2235,607591.4098,4822660.064,135.3809
3120,607594.1244,4822663.112,135.2235,607591.4098,4822660.064,135.3809
3121,607591.4098,4822660.064,135.3809,607589.4307,4822661.543,135.3416
3122,607591.4098,4822660.064,135.3809,607589.4307,4822661.543,135.3416
3123,607576.6323,4822692.799,135.0101,607582.8435,4822686.888,134.9682
3124,607576.6323,4822692.799,135.0101,607582.8435,4822686.888,134.9682
3125,607582.8435,4822686.888,134.9682,607590.0807,4822679.987,134.9474
3126,607582.8435,4822686.888,134.9682,607590.0807,4822679.987,134.9474
3127,607590.0807,4822679.987,134.9474,607595.5044,4822674.816,134.9912
3128,607590.0807,4822679.987,134.9474,607595.5044,4822674.816,134.9912
3129,608220.6693,4822235.826,111.3344,608214.4131,4822228.024,111.0778
3130,608220.6693,4822235.826,111.3344,608214.4131,4822228.024,111.0778
3131,608208.157,4822220.223,110.7213,608202.7271,4822213.452,110.3902
3132,608208.157,4822220.223,110.7213,608202.7271,4822213.452,110.3902
3133,608214.4131,4822228.024,111.0778,608208.157,4822220.223,110.7213
3134,608214.4131,4822228.024,111.0778,608208.157,4822220.223,110.7213
3135,608154.8535,4822395.367,119.8653,608157.2993,4822389.508,119.9791
3136,608154.8535,4822395.367,119.8653,608157.2993,4822389.508,119.9791
3137,608157.2993,4822389.508,119.9791,608159.0985,4822385.66,119.9291
3138,608157.2993,4822389.508,119.9791,608159.0985,4822385.66,119.9291
3139,608159.0985,4822385.66,119.9291,608161.6248,4822378.813,119.5574
3140,608159.0985,4822385.66,119.9291,608161.6248,4822378.813,119.5574
3141,608161.6248,4822378.813,119.5574,608165.6161,4822369.812,119.0181
3142,608161.6248,4822378.813,119.5574,608165.6161,4822369.812,119.0181
3143,608165.6161,4822369.812,119.0181,608171.1886,4822361.509,118.6849
3144,608165.6161,4822369.812,119.0181,608171.1886,4822361.509,118.6849
3145,608171.1886,4822361.509,118.6849,608171.428,4822361.152,118.6609
3146,608171.1886,4822361.509,118.6849,608171.428,4822361.152,118.6609
3147,608171.428,4822361.152,118.6609,608177.3946,4822353.127,117.9701
3148,608171.428,4822361.152,118.6609,608177.3946,4822353.127,117.9701
3149,608207.2278,4822313.003,115.1186,608213.1944,4822304.978,114.6833
3150,608207.2278,4822313.003,115.1186,608213.1944,4822304.978,114.6833
3151,608201.2611,4822321.028,115.7461,608207.2278,4822313.003,115.1186
3152,608201.2611,4822321.028,115.7461,608207.2278,4822313.003,115.1186
3153,608195.2945,4822329.052,116.2491,608201.2611,4822321.028,115.7461
3154,608195.2945,4822329.052,116.2491,608201.2611,4822321.028,115.7461
3155,608189.3279,4822337.077,116.893,608195.2945,4822329.052,116.2491
3156,608189.3279,4822337.077,116.893,608195.2945,4822329.052,116.2491
3157,608183.3613,4822345.102,117.3378,608189.3279,4822337.077,116.893
3158,608183.3613,4822345.102,117.3378,608189.3279,4822337.077,116.893
3159,608213.1944,4822304.978,114.6833,608213.5923,4822304.443,114.6375
3160,608213.1944,4822304.978,114.6833,608213.5923,4822304.443,114.6375
3161,608177.3946,4822353.127,117.9701,608183.3613,4822345.102,117.3378
3162,608177.3946,4822353.127,117.9701,608183.3613,4822345.102,117.3378
3163,608213.5923,4822304.443,114.6375,608219.0922,4822296.091,114.0018
3164,608213.5923,4822304.443,114.6375,608219.0922,4822296.091,114.0018
3165,608219.0922,4822296.091,114.0018,608223.6978,4822289.097,113.4195
3166,608219.0922,4822296.091,114.0018,608223.6978,4822289.097,113.4195
3167,608223.6978,4822289.097,113.4195,608227.3286,4822282.413,113.0287
3168,608223.6978,4822289.097,113.4195,608227.3286,4822282.413,113.0287
3169,608227.3286,4822282.413,113.0287,608229.6991,4822273.708,112.5677
3170,608227.3286,4822282.413,113.0287,608229.6991,4822273.708,112.5677
3171,608229.6991,4822273.708,112.5677,608230.5854,4822267.346,112.3903
3172,608229.6991,4822273.708,112.5677,608230.5854,4822267.346,112.3903
3173,608230.5854,4822267.346,112.3903,608230.6357,4822260.215,112.1175
3174,608230.5854,4822267.346,112.3903,608230.6357,4822260.215,112.1175
3175,608230.6357,4822260.215,112.1175,608229.4282,4822253.408,111.9189
3176,608230.6357,4822260.215,112.1175,608229.4282,4822253.408,111.9189
3177,608229.4282,4822253.408,111.9189,608226.1928,4822245.579,111.6331
3178,608229.4282,4822253.408,111.9189,608226.1928,4822245.579,111.6331
3179,608226.1928,4822245.579,111.6331,608221.2651,4822236.878,111.3621
3180,608226.1928,4822245.579,111.6331,608221.2651,4822236.878,111.3621
3181,608221.2651,4822236.878,111.3621,608220.6693,4822235.826,111.3344
3182,608221.2651,4822236.878,111.3621,608220.6693,4822235.826,111.3344
3183,608219.1242,4822618.603,116.8051,608220.6466,4822628.487,116.6066
3184,608219.1242,4822618.603,116.8051,608220.6466,4822628.487,116.6066
3185,608225.2139,4822658.137,116.7677,608226.7364,4822668.021,116.897
3186,608225.2139,4822658.137,116.7677,608226.7364,4822668.021,116.897
3187,608223.6915,4822648.254,116.6025,608225.2139,4822658.137,116.7677
3188,608223.6915,4822648.254,116.6025,608225.2139,4822658.137,116.7677
3189,608222.1691,4822638.37,116.4383,608223.6915,4822648.254,116.6025
3190,608222.1691,4822638.37,116.4383,608223.6915,4822648.254,116.6025
3191,608220.6466,4822628.487,116.6066,608222.1691,4822638.37,116.4383
3192,608220.6466,4822628.487,116.6066,608222.1691,4822638.37,116.4383
3193,608228.2588,4822677.904,116.9648,608229.6503,4822686.938,116.9198
3194,608228.2588,4822677.904,116.9648,608229.6503,4822686.938,116.9198
3195,608226.7364,4822668.021,116.897,608228.2588,4822677.904,116.9648
3196,608226.7364,4822668.021,116.897,608228.2588,4822677.904,116.9648
3197,608216.8928,4822604.137,117.0094,608218.4172,4822614.02,116.9272
3198,608216.8928,4822604.137,117.0094,608218.4172,4822614.02,116.9272
3199,608218.4172,4822614.02,116.9272,608219.1242,4822618.603,116.8051
3200,608218.4172,4822614.02,116.9272,608219.1242,4822618.603,116.8051
3201,608211.9109,4822571.819,117.4747,608213.4344,4822581.702,117.3681
3202,608211.9109,4822571.819,117.4747,608213.4344,4822581.702,117.3681
3203,608216.4814,4822601.468,117.0132,608216.8928,4822604.137,117.0094
3204,608216.4814,4822601.468,117.0132,608216.8928,4822604.137,117.0094
3205,608214.9579,4822591.585,117.1545,608216.4814,4822601.468,117.0132
3206,608214.9579,4822591.585,117.1545,608216.4814,4822601.468,117.0132
3207,608213.4344,4822581.702,117.3681,608214.9579,4822591.585,117.1545
3208,608213.4344,4822581.702,117.3681,608214.9579,4822591.585,117.1545
3209,608028.7554,4822396.082,124.7477,608033.2662,4822391.944,124.6523
3210,608028.7554,4822396.082,124.7477,608033.2662,4822391.944,124.6523
3211,608033.2662,4822391.944,124.6523,608037.6392,4822389.837,124.4816
3212,608033.2662,4822391.944,124.6523,608037.6392,4822389.837,124.4816
3213,608037.6392,4822389.837,124.4816,608046.8942,4822386.05,124.3312
3214,608037.6392,4822389.837,124.4816,608046.8942,4822386.05,124.3312
3215,608046.8942,4822386.05,124.3312,608046.9119,4822386.043,124.3313
3216,608046.8942,4822386.05,124.3312,608046.9119,4822386.043,124.3313
3217,608046.9119,4822386.043,124.3313,608056.4869,4822383.158,124.2257
3218,608046.9119,4822386.043,124.3313,608056.4869,4822383.158,124.2257
3219,608056.4869,4822383.158,124.2257,608057.0292,4822382.995,124.2068
3220,608056.4869,4822383.158,124.2257,608057.0292,4822382.995,124.2068
3221,608057.0292,4822382.995,124.2068,608066.3035,4822381.111,123.8946
3222,608057.0292,4822382.995,124.2068,608066.3035,4822381.111,123.8946
3223,608066.3035,4822381.111,123.8946,608076.2113,4822379.757,123.5862
3224,608066.3035,4822381.111,123.8946,608076.2113,4822379.757,123.5862
3225,608076.2113,4822379.757,123.5862,608078.6614,4822379.422,123.4995
3226,608076.2113,4822379.757,123.5862,608078.6614,4822379.422,123.4995
3227,608078.6614,4822379.422,123.4995,608088.6602,4822379.27,122.9458
3228,608078.6614,4822379.422,123.4995,608088.6602,4822379.27,122.9458
3229,608088.6602,4822379.27,122.9458,608088.9584,4822379.265,122.933
3230,608088.6602,4822379.27,122.9458,608088.9584,4822379.265,122.933
3231,608088.9584,4822379.265,122.933,608096.219,4822379.493,122.6663
3232,608088.9584,4822379.265,122.933,608096.219,4822379.493,122.6663
3233,608096.219,4822379.493,122.6663,608106.1729,4822380.452,122.1957
3234,608096.219,4822379.493,122.6663,608106.1729,4822380.452,122.1957
3235,608106.1729,4822380.452,122.1957,608108.2644,4822380.653,122.0546
3236,608106.1729,4822380.452,122.1957,608108.2644,4822380.653,122.0546
3237,608108.2644,4822380.653,122.0546,608115.9251,4822382.132,121.6676
3238,608108.2644,4822380.653,122.0546,608115.9251,4822382.132,121.6676
3239,608115.9251,4822382.132,121.6676,608125.5414,4822384.875,121.2668
3240,608115.9251,4822382.132,121.6676,608125.5414,4822384.875,121.2668
3241,608125.5414,4822384.875,121.2668,608130.7814,4822386.37,120.9963
3242,608125.5414,4822384.875,121.2668,608130.7814,4822386.37,120.9963
3243,608130.7814,4822386.37,120.9963,608140.2881,4822389.472,120.3878
3244,608130.7814,4822386.37,120.9963,608140.2881,4822389.472,120.3878
3245,608140.2881,4822389.472,120.3878,608142.4207,4822390.168,120.2796
3246,608140.2881,4822389.472,120.3878,608142.4207,4822390.168,120.2796
3247,608142.4207,4822390.168,120.2796,608151.6465,4822394.026,120.0001
3248,608142.4207,4822390.168,120.2796,608151.6465,4822394.026,120.0001
3249,608151.6465,4822394.026,120.0001,608154.8535,4822395.367,119.8653
3250,608151.6465,4822394.026,120.0001,608154.8535,4822395.367,119.8653
3251,608154.8535,4822395.367,119.8653,608161.1358,4822398.146,119.5243
3252,608154.8535,4822395.367,119.8653,608161.1358,4822398.146,119.5243
3253,608161.1358,4822398.146,119.5243,608167.8556,4822402.353,119.1627
3254,608161.1358,4822398.146,119.5243,608167.8556,4822402.353,119.1627
3255,608167.8556,4822402.353,119.1627,608172.7949,4822406.232,119.0192
3256,608167.8556,4822402.353,119.1627,608172.7949,4822406.232,119.0192
3257,608172.7949,4822406.232,119.0192,608179.0615,4822413.487,118.7127
3258,608172.7949,4822406.232,119.0192,608179.0615,4822413.487,118.7127
3259,608179.0615,4822413.487,118.7127,608184.2118,4822420.824,118.4711
3260,608179.0615,4822413.487,118.7127,608184.2118,4822420.824,118.4711
3261,608184.2118,4822420.824,118.4711,608187.8003,4822429.302,118.2563
3262,608184.2118,4822420.824,118.4711,608187.8003,4822429.302,118.2563
3263,608187.8003,4822429.302,118.2563,608190.4983,4822438.932,118.0128
3264,608187.8003,4822429.302,118.2563,608190.4983,4822438.932,118.0128
3265,608190.4983,4822438.932,118.0128,608192.8281,4822447.247,117.9957
3266,608190.4983,4822438.932,118.0128,608192.8281,4822447.247,117.9957
3267,608192.8281,4822447.247,117.9957,608194.3313,4822457.133,117.8591
3268,608192.8281,4822447.247,117.9957,608194.3313,4822457.133,117.8591
3269,608194.3313,4822457.133,117.8591,608195.6337,4822465.699,117.7354
3270,608194.3313,4822457.133,117.8591,608195.6337,4822465.699,117.7354
3271,608195.6337,4822465.699,117.7354,608197.1352,4822475.586,117.6352
3272,608195.6337,4822465.699,117.7354,608197.1352,4822475.586,117.6352
3273,608200.1381,4822495.359,116.9576,608200.4334,4822497.304,116.9511
3274,608200.1381,4822495.359,116.9576,608200.4334,4822497.304,116.9511
3275,608198.6366,4822485.473,117.2801,608200.1381,4822495.359,116.9576
3276,608198.6366,4822485.473,117.2801,608200.1381,4822495.359,116.9576
3277,608197.1352,4822475.586,117.6352,608198.6366,4822485.473,117.2801
3278,608197.1352,4822475.586,117.6352,608198.6366,4822485.473,117.2801
3279,608200.4334,4822497.304,116.9511,608201.9183,4822506.948,117.1352
3280,608200.4334,4822497.304,116.9511,608201.9183,4822506.948,117.1352
3281,608201.9183,4822506.948,117.1352,608203.4407,4822516.831,117.3898
3282,608201.9183,4822506.948,117.1352,608203.4407,4822516.831,117.3898
3283,608209.5305,4822556.365,117.564,608211.0529,4822566.249,117.4977
3284,608209.5305,4822556.365,117.564,608211.0529,4822566.249,117.4977
3285,608208.008,4822546.482,117.6629,608209.5305,4822556.365,117.564
3286,608208.008,4822546.482,117.6629,608209.5305,4822556.365,117.564
3287,608206.4856,4822536.598,117.6749,608208.008,4822546.482,117.6629
3288,608206.4856,4822536.598,117.6749,608208.008,4822546.482,117.6629
3289,608204.9632,4822526.715,117.5743,608206.4856,4822536.598,117.6749
3290,608204.9632,4822526.715,117.5743,608206.4856,4822536.598,117.6749
3291,608203.4407,4822516.831,117.3898,608204.9632,4822526.715,117.5743
3292,608203.4407,4822516.831,117.3898,608204.9632,4822526.715,117.5743
3293,608211.0529,4822566.249,117.4977,608211.9109,4822571.819,117.4747
3294,608211.0529,4822566.249,117.4977,608211.9109,4822571.819,117.4747
3295,607989.6027,4822416.382,124.9633,607998.4804,4822411.779,124.7323
3296,607989.6027,4822416.382,124.9633,607998.4804,4822411.779,124.7323
3297,608025.1135,4822397.97,124.7846,608028.7554,4822396.082,124.7477
3298,608025.1135,4822397.97,124.7846,608028.7554,4822396.082,124.7477
3299,607998.4804,4822411.779,124.7323,608007.3581,4822407.176,124.8187
3300,607998.4804,4822411.779,124.7323,608007.3581,4822407.176,124.8187
3301,608016.2358,4822402.573,124.799,608025.1135,4822397.97,124.7846
3302,608016.2358,4822402.573,124.799,608025.1135,4822397.97,124.7846
3303,608007.3581,4822407.176,124.8187,608016.2358,4822402.573,124.799
3304,608007.3581,4822407.176,124.8187,608016.2358,4822402.573,124.799
3305,607657.7346,4822814.585,133.978,607650.2082,4822821.17,134.0378
3306,607657.7346,4822814.585,133.978,607650.2082,4822821.17,134.0378
3307,607642.6818,4822827.754,134.2784,607637.6083,4822832.193,134.4834
3308,607642.6818,4822827.754,134.2784,607637.6083,4822832.193,134.4834
3309,607650.2082,4822821.17,134.0378,607642.6818,4822827.754,134.2784
3310,607650.2082,4822821.17,134.0378,607642.6818,4822827.754,134.2784
3311,607637.6083,4822832.193,134.4834,607630.387,4822839.11,134.7346
3312,607637.6083,4822832.193,134.4834,607630.387,4822839.11,134.7346
3313,607623.1656,4822846.028,134.8533,607616.8722,4822852.056,134.8421
3314,607623.1656,4822846.028,134.8533,607616.8722,4822852.056,134.8421
3315,607630.387,4822839.11,134.7346,607623.1656,4822846.028,134.8533
3316,607630.387,4822839.11,134.7346,607623.1656,4822846.028,134.8533
3317,607616.8722,4822852.056,134.8421,607610.2695,4822859.567,134.7412
3318,607616.8722,4822852.056,134.8421,607610.2695,4822859.567,134.7412
3319,607603.6667,4822867.077,134.6185,607597.064,4822874.587,134.5098
3320,607603.6667,4822867.077,134.6185,607597.064,4822874.587,134.5098
3321,607610.2695,4822859.567,134.7412,607603.6667,4822867.077,134.6185
3322,607610.2695,4822859.567,134.7412,607603.6667,4822867.077,134.6185
3323,607590.4612,4822882.097,134.432,607590.0019,4822882.62,134.4282
3324,607590.4612,4822882.097,134.432,607590.0019,4822882.62,134.4282
3325,607597.064,4822874.587,134.5098,607590.4612,4822882.097,134.432
3326,607597.064,4822874.587,134.5098,607590.4612,4822882.097,134.432
3327,607590.0019,4822882.62,134.4282,607582.8048,4822889.563,134.4095
3328,607590.0019,4822882.62,134.4282,607582.8048,4822889.563,134.4095
3329,607561.2136,4822910.391,134.7234,607559.1452,4822912.386,134.7585
3330,607561.2136,4822910.391,134.7234,607559.1452,4822912.386,134.7585
3331,607568.4107,4822903.448,134.5866,607561.2136,4822910.391,134.7234
3332,607568.4107,4822903.448,134.5866,607561.2136,4822910.391,134.7234
3333,607575.6077,4822896.505,134.4663,607568.4107,4822903.448,134.5866
3334,607575.6077,4822896.505,134.4663,607568.4107,4822903.448,134.5866
3335,607582.8048,4822889.563,134.4095,607575.6077,4822896.505,134.4663
